ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageover	Averagenormal	Medianover	Mediannormal
hsa-let-7d-5p	27.2812575314301	0.689764674290735	0.323453890464413	2.13249769016652	0.0329659541736337	0.203336831860905	normal_vs_over	FALSE	35.4149165319887	22.3518043855927	3.41967372259746	2.60816889427834
hsa-let-7e-3p	0.0654778805123915	-0.0236044550988166	1.56331485919682	-0.0150989769974705	0.98795321710734	NA	normal_vs_over	NA	0.0760724789339442	0.0461165415148301	0	0
hsa-let-7e-5p	4.48517631954589	0.709524043451494	0.301329315071944	2.35464658751204	0.0185403294602475	0.154650772084579	normal_vs_over	FALSE	5.63249100390152	2.85175978301535	2.43322060432665	1.82821012113568
hsa-let-7f-1-3p	0.0972147134009465	-0.16722876609944	1.49587581141299	-0.111793214933717	0.910987367498055	NA	normal_vs_over	NA	0.0866550957133164	0.106474848352018	0	0
hsa-let-7f-2-3p	0.551601640769451	-0.141774966861021	0.399768934247301	-0.354642281366759	0.722857596425971	NA	normal_vs_over	NA	0.422882529411748	0.586196222902101	0	0
hsa-let-7f-5p	1.98993769261183	-0.740911395622088	0.309689329736654	-2.3924343672161	0.0167370212686674	NA	normal_vs_over	NA	1.80421246241105	2.18918930277338	0.677835633661835	0.741412678143753
hsa-let-7g-3p	2.76480558256221	-0.12173063326521	0.30617737052506	-0.397582071648391	0.690938278165594	NA	normal_vs_over	NA	3.19412822578869	2.53791927108116	0.439064526856523	0
hsa-let-7g-5p	160.038166255172	1.04122810642041	0.351502936181417	2.96221737926824	0.00305432064527154	0.0603759171411007	normal_vs_over	FALSE	219.181619318618	122.459860809018	7.95187941014571	5.29917416988773
hsa-let-7i-3p	0.313694721417989	0.313273237832049	0.537791500477521	0.582518015911156	0.560217810016325	NA	normal_vs_over	NA	0.369634163507656	0.214486601489634	0	0
hsa-let-7i-5p	181.33474944846	0.774434505130685	0.343140871195821	2.25689962968223	NA	NA	normal_vs_over	NA	264.311347572368	110.178865762699	8.29078731329811	7.0182643098299
hsa-miR-1-2-5p:Novel	8.43762838048466	0.590330371287177	0.26267672765544	2.24736457072637	0.024616737319127	0.177384449396826	normal_vs_over	FALSE	9.4258345417129	5.96837986211376	4.06150524811607	3.43724727349929
hsa-miR-1-3p	1.7893502532474	-0.208941649593269	0.24272904959778	-0.860801992754888	0.389347107298253	NA	normal_vs_over	NA	1.80715652024009	1.78794239767459	1.20371874764162	1.0483785812919
hsa-miR-1-5p	12.440041617	0.210256456230253	0.248812724588406	0.845039001032065	0.398089063928847	0.683654890520735	normal_vs_over	FALSE	13.3939935114748	9.54502643896489	7.30661747279074	4.52820938273829
hsa-miR-100-3p	0.243268953230846	-0.355805555142018	0.590065407767327	-0.602993414727201	0.546513070057629	NA	normal_vs_over	NA	0.217055207257641	0.328881083738096	0	0
hsa-miR-100-5p	5.80290052161569	0.223622926053333	0.536385866592104	0.416906820222741	0.676746564743533	0.85361359211303	normal_vs_over	FALSE	5.36959033552965	5.59593154737212	0.42776022563136	0.629429646371586
hsa-miR-101-2-5p	1.22230647019235	-0.14379021144076	0.3365245375966	-0.427280020849847	0.669175383088306	NA	normal_vs_over	NA	1.09669361140911	1.52045674690424	0.520512846735144	0.107449281302863
hsa-miR-101-3p	3.06081932459006	-0.308059155413795	0.232222538628583	-1.32656871823499	0.184651389427326	NA	normal_vs_over	NA	2.82180331162259	3.28177783355807	2.04176639078519	1.91146955688432
hsa-miR-101-5p	9.44666848109017	0.0947399295241449	0.351473583834814	0.269550640166092	0.787505978463952	0.906608122314286	normal_vs_over	FALSE	11.2175813280423	9.68554678775589	1.50765814465142	1.2012108764798
hsa-miR-10226	2.39951292225618	-0.453583329573538	0.283052526655523	-1.6024705199878	0.109051601453874	NA	normal_vs_over	NA	2.31103057679827	2.66548858300812	1.42828009375512	1.00513328926605
hsa-miR-10226-3p:Novel	10.1979652188165	-0.368160319383862	0.257842002757903	-1.4278523880748	0.153334350220446	0.422959900707091	normal_vs_over	FALSE	9.80968280739193	11.8388199444712	5.41585579858388	5.41302585799455
hsa-miR-10392-3p	1.18408595968604	-0.0160147177311347	0.37223340136789	-0.0430233226579976	0.96568294227149	NA	normal_vs_over	NA	1.36216853552819	1.05595246242843	0.462333108404807	0
hsa-miR-10392-5p	124.870056604282	-0.663143444065683	0.185123678905049	-3.58216435621839	0.00034075928553157	0.0143841722650144	normal_vs_over	TRUE	102.770066202736	161.905525223056	73.1118662563395	94.4964980689922
hsa-miR-10393-3p	0.285419798752654	-0.144231518391876	0.716599206353194	-0.201272227366643	0.840485717531219	NA	normal_vs_over	NA	0.339979702788959	0.185858328001032	0	0
hsa-miR-10393-5p	0.125663638455478	0.00748086109069958	1.69049543717137	0.00442524772691309	0.99646917468489	NA	normal_vs_over	NA	0.172512062193779	0.038124157937179	0	0
hsa-miR-10394-3p	2.15236724113159	0.398722208960863	0.357222787576467	1.11617237989195	0.264348354792231	NA	normal_vs_over	NA	2.27958223198949	1.76010232178446	0.712477826200736	0.641479097126824
hsa-miR-10394-5p	0.645537498529113	0.152391550565366	0.526879876482778	0.289233955152483	0.772402349277662	NA	normal_vs_over	NA	0.798541439522987	0.370219514045756	0	0
hsa-miR-10395-3p	0.776241762898812	-0.168721232255498	0.458121758661838	-0.368289060856504	0.712657708375855	NA	normal_vs_over	NA	0.829446365406914	0.906176154575142	0	0
hsa-miR-10395-5p	2.46865970826595	0.164188696840589	0.254887666307501	0.644161011080499	0.519471030620342	NA	normal_vs_over	NA	2.96128203550485	1.7897326084317	1.52629368017833	1.03708456986423
hsa-miR-10396a-3p	1.08504302763091	0.0755875673472427	0.296622342911535	0.254827625610745	0.798856237328283	NA	normal_vs_over	NA	1.1099500909969	1.02045819325326	0.598555128159736	0.117742502598239
hsa-miR-10396a-5p	4.48016946174956	-0.387860505654837	0.269498341772813	-1.43919440506911	0.150095450156333	0.415677725942572	normal_vs_over	FALSE	4.23126072023862	5.84456680921807	2.22278923900544	2.29707624168327
hsa-miR-10396b-3p	1.13375631659139	-0.122130881676069	0.292735288862369	-0.417205872755195	0.676527829973963	NA	normal_vs_over	NA	1.13644154458342	1.10407954637671	0.675175218036751	0
hsa-miR-10396b-5p	3.46760280334027	-0.248770277832971	0.324216599286068	-0.767296549222861	0.442905219663075	NA	normal_vs_over	NA	3.23720544813593	4.72444340941136	1.42190549261394	1.19386330519325
hsa-miR-10397-3p	16.6828517544247	0.0376635679953159	0.202170917830529	0.186295676942455	0.852212897423668	0.936076835331825	normal_vs_over	FALSE	17.4818701589191	15.2159190446034	13.2140756312935	9.85597506697703
hsa-miR-10397-5p	2.66335752383747	0.991445927900612	0.371030060182527	2.67214448180525	0.00753681899449093	NA	normal_vs_over	NA	3.36075830518952	1.19845557237278	1.29560834549794	0
hsa-miR-10398-3p	1.32346921166555	0.0287490429164762	0.286121512491564	0.100478438919632	0.919964499450762	NA	normal_vs_over	NA	1.42379542975295	1.24001892157053	0.812257851263145	0.200172526870265
hsa-miR-10398-5p	0.49654311202563	-0.247404624136764	0.374514962803972	-0.660600106026365	0.508868801015327	NA	normal_vs_over	NA	0.522293258895283	0.483117309668461	0	0
hsa-miR-10399-3p	0.296849771578348	-0.0326388349528995	0.575833351403051	-0.056681043002065	0.954799275227534	NA	normal_vs_over	NA	0.288416363201946	0.251569318568661	0	0
hsa-miR-10399-5p	0.830649653291524	-0.479107008124484	0.57188058346183	-0.837774566893408	0.402157325282974	NA	normal_vs_over	NA	0.507507767578429	1.38088120794776	0	0
hsa-miR-103a-1-5p	0.710531627906764	-0.393147596495112	0.514116286493193	-0.764705586700603	0.444446878726724	NA	normal_vs_over	NA	0.508705947041339	1.07728708065284	0	0
hsa-miR-103a-2-5p	0.283894067274513	0.0461580985946364	0.585219751385739	0.0788731044797084	0.937133556094997	NA	normal_vs_over	NA	0.286476458599286	0.313017245936773	0	0
hsa-miR-103a-3p	1.74216983305792	-0.545676463822833	0.250069186271864	-2.182101969291	0.0291020079073185	NA	normal_vs_over	NA	1.4552799146324	2.39304756271805	0.890195082865802	1.21558343095753
hsa-miR-103b-3p:Novel	7.35362547098166	0.333969106254998	0.395578994755828	0.844253892856825	0.398527544867296	0.683654890520735	normal_vs_over	FALSE	9.47364281763661	6.30490958207837	0.860302982975693	0.622350708714823
hsa-miR-103b-5p	0.219199812721815	0.172004200457538	0.864614138098434	0.198937529330518	0.842311612042651	NA	normal_vs_over	NA	0.257991408057647	0.112352700896078	0	0
hsa-miR-10400-3p	4.54533230752318	-0.546402924901901	0.334852715455004	-1.63177092399994	0.102727752673215	0.349023803594606	normal_vs_over	FALSE	4.45110312966624	3.35973410754447	1.11810716699518	0.86208649472286
hsa-miR-10400-5p	83.3267520392034	0.147829264477854	0.264053902413342	0.559845028332307	0.575585147153764	0.80662988932112	normal_vs_over	FALSE	93.5851862832782	64.153442932645	32.8317390852564	31.7492609174937
hsa-miR-10401-3p	0.871652542589211	0.513620876023596	0.383187449029898	1.34039065560188	0.180118372082937	NA	normal_vs_over	NA	1.06362451281904	0.598572628542138	0.086464732150277	0
hsa-miR-10401-5p	78.474991832427	0.265084128187407	0.250952988793376	1.05630990673582	0.290826651358976	0.58040333143704	normal_vs_over	FALSE	87.8744397594075	64.4774509953422	45.5289681315182	27.3862116354674
hsa-miR-105-3p	7.67235787804594	0.51053516211896	0.311974642475856	1.63646364995344	0.101742587372023	0.347371137767717	normal_vs_over	FALSE	9.90537927677908	4.40418712867066	3.33224556651199	1.77238705207701
hsa-miR-105-5p	3.40769819154637	0.128463540529457	0.308100115191077	0.416953886725381	0.676712137275369	NA	normal_vs_over	NA	3.46970144700732	3.50507583368787	1.77671736940891	1.27012393179984
hsa-miR-10522-3p:Novel	8.19584773324794	-1.19104134569506	0.25900970867445	-4.59844286065773	4.25660420855786e-06	0.00197648322084037	normal_vs_over	TRUE	6.31804263796879	11.3402654067132	3.93706214275947	4.27250098427664
hsa-miR-10522-5p	0.496160729477146	0.513043534211824	0.369461260931151	1.38862605762456	0.16494648941186	NA	normal_vs_over	NA	0.610884918870664	0.27787117802109	0	0
hsa-miR-10523-3p:Novel	14.0531883478532	-0.194134188376812	0.239371375345163	-0.811016722851171	0.417356067348215	0.700454219055499	normal_vs_over	FALSE	13.9509289433161	13.7084981246147	9.00548615187274	8.35704313635276
hsa-miR-10523-5p	2.01610468489564	-0.605936943825109	0.357067601728937	-1.69698102233621	0.0897002484888415	NA	normal_vs_over	NA	1.90670701162481	2.35034504183568	0.652579197619094	0.86618333863888
hsa-miR-10524-3p:Novel	3.87273713593872	1.70177822495669	0.457734166387036	3.71783089383315	0.000200940700206237	0.00965208259956167	normal_vs_over	TRUE	5.47087423050253	0.926115846264939	0.835454605860291	0
hsa-miR-10524-5p	2.95557331971069	1.5200499369249	0.598343844765921	2.54042880230441	0.011071663328433	NA	normal_vs_over	NA	4.2643663188889	0.485381524812978	0	0
hsa-miR-10525-3p	0.578322357519771	-0.739069397201419	0.384886520949974	-1.92022676028574	0.0548292628424266	NA	normal_vs_over	NA	0.462902727360939	0.736619489109685	0	0
hsa-miR-10525-5p:Novel	0.402136007864098	-0.566933958585154	0.433287967132344	-1.30844611803399	0.190722038965827	NA	normal_vs_over	NA	0.393531837864795	0.439008638395294	0	0
hsa-miR-10526-3p	3.5894734634657	0.315387990975836	0.231530402671638	1.36218823677825	0.17313848720416	0.448293517984005	normal_vs_over	FALSE	3.97869915892473	2.91246826666506	2.38445536624267	2.51075537922638
hsa-miR-10526-5p:Novel	3.33130758274098	0.216272922156052	0.240947993588131	0.89759171236654	0.36940325901914	NA	normal_vs_over	NA	3.62742052108078	2.80621460509159	2.05022189056467	2.36367286705056
hsa-miR-10527-3p:Novel	9.42880912923061	-0.741866752921731	0.251328887797436	-2.95177669158212	0.00315951333569278	0.0603759171411007	normal_vs_over	FALSE	7.54770836821094	12.833102372409	4.93734542769547	5.06613769947889
hsa-miR-10527-5p	8.69156903100565	-0.77398852217081	0.273845309286962	-2.8263712976721	0.0047078658515525	0.0723448388273626	normal_vs_over	FALSE	6.73856402520355	12.2225385245304	4.07240287798681	4.25828705629854
hsa-miR-106a-3p	0.38344580642184	-0.0631222807085687	0.764074195415128	-0.0826127633773496	0.934159452261493	NA	normal_vs_over	NA	0.332843487902903	0.431113330908319	0	0
hsa-miR-106a-5p	1.03104210088367	0.222197156823204	0.448702122932122	0.495199700351801	0.620459162122231	NA	normal_vs_over	NA	1.4053244785161	0.6272036091838	0	0
hsa-miR-106b-3p	2.78796584477515	0.319858973611525	0.460778880291329	0.694170213290361	0.487575470211155	NA	normal_vs_over	NA	3.61777361272854	2.16275136501092	0	0
hsa-miR-106b-5p	24.059464295292	-0.254615682379938	0.323295810978244	-0.787562578090663	0.430952611109021	0.716368719898408	normal_vs_over	FALSE	27.9792221751178	15.4665051935434	3.07362881883965	4.03164351478736
hsa-miR-107	7.43369241638242	-0.4011385714991	0.285438242770955	-1.40534277259052	0.159919375151296	0.430885279662969	normal_vs_over	FALSE	7.7668101679874	5.99099944373001	3.18561376403503	2.86698347665817
hsa-miR-107-5p:Novel	1.50698014690138	0.742140211074999	0.416549667090691	1.78163678837708	0.0748084811490269	NA	normal_vs_over	NA	1.970633276215	0.851748493636954	0.230162507323161	0
hsa-miR-10a-3p	1.41787856577421	0.250153179990769	0.345386543966712	0.724270196278631	0.468899870524574	NA	normal_vs_over	NA	1.53486223474139	1.08444718140073	0.691279393772587	0.117742502598239
hsa-miR-10a-5p	26.282658121396	0.870426597835565	0.318596139634233	2.73206887828229	0.00629379816803117	0.0868045628521527	normal_vs_over	FALSE	24.6999851433666	36.7713892844759	5.4769108665731	4.09575556955575
hsa-miR-10b-3p	2.09892542390377	0.0069781364684514	0.298055427499761	0.0234122106984849	0.981321464947583	NA	normal_vs_over	NA	2.34715424455194	1.92348155605272	1.09466815260034	0.504621730740829
hsa-miR-10b-5p	27.2447655729422	-0.213354824522939	0.345969954963175	-0.616685990971812	0.537441863204693	0.781216738206742	normal_vs_over	FALSE	29.6575511099999	28.8937639595912	3.77691511651703	3.84452912001653
hsa-miR-11181-3p	1.23420730767122	0.148138186884636	0.297977186165484	0.497146069438909	0.619086049166362	NA	normal_vs_over	NA	1.3984258783841	1.11973088377208	0.819900936208145	0.21479501611112
hsa-miR-11181-5p	0.133663031341599	-0.297845846807452	1.01814386716101	-0.292538074838053	0.769875252883043	NA	normal_vs_over	NA	0.141560824013052	0.132210189153567	0	0
hsa-miR-11399	4.17423515666885	-0.205457913939521	0.258854017711505	-0.793721170549903	0.42735777276686	0.713537603485655	normal_vs_over	FALSE	4.29064195744394	4.73157736527365	2.05313896509843	2.45335244428155
hsa-miR-11399-3p:Novel	186.416821391008	0.38012008625183	0.199096323749622	1.9092270469537	0.056232808633345	0.260779563287568	normal_vs_over	FALSE	210.970974038018	148.01547467526	134.598442914571	121.266081364729
hsa-miR-11400	2.17672115001105	-1.1495231003141	0.31310443945658	-3.67137272888622	0.000241251206638093	NA	normal_vs_over	NA	1.69959127586225	4.18581208428361	0.748236593268132	1.02846010007093
hsa-miR-11400-3p:Novel	4.6183291079233	0.283415682453935	0.295675826145614	0.958535184118701	0.337792958519018	0.624065770844816	normal_vs_over	FALSE	5.5219839968312	3.42838227448349	2.75217894364676	1.03910579312277
hsa-miR-11401	1.46058055739865	0.359825114266291	0.298573640623163	1.20514695642685	0.228146575268227	NA	normal_vs_over	NA	1.73895263755484	1.22465092075064	0.824561365534321	0.409897025546482
hsa-miR-11401-3p:Novel	4.26515906881127	0.109549615554485	0.246418627471883	0.444567103868739	0.656632624902924	0.843551325975932	normal_vs_over	FALSE	4.5842086167914	3.67590196807458	2.61928246722248	1.4359233812735
hsa-miR-1178-3p	0.231149731489408	-0.0249277941824673	0.542133589620047	-0.0459809070305675	0.963325467794183	NA	normal_vs_over	NA	0.278668850602023	0.129650697831312	0	0
hsa-miR-1178-5p	0.975766782383032	0.781202965978551	0.433227446279583	1.80321669988194	0.0713541887719211	NA	normal_vs_over	NA	1.17118385656657	0.405297210168239	0	0
hsa-miR-1179	1.34028683346585	-0.462828082952278	0.345420140760815	-1.33989894721502	0.18027820043538	NA	normal_vs_over	NA	1.35183982643592	1.26400593356805	0.496606529831	0.430975903960878
hsa-miR-1179-3p:Novel	5.59794790594941	0.105918129095993	0.197647445266022	0.535894248232921	0.592031639860711	0.81572707648464	normal_vs_over	FALSE	6.20122372325558	4.64797930421334	4.29268285667156	3.24231493847427
hsa-miR-1180-3p	2.91634147755584	0.401609540535307	0.333439699849159	1.20444428397994	0.228417904581297	NA	normal_vs_over	NA	3.29446672636521	1.98422706723031	1.4446662316851	0.447738219290857
hsa-miR-1180-5p	1.32475017823512	-0.00421112865097452	0.438286393716249	-0.0096081665124673	0.992333910233821	NA	normal_vs_over	NA	1.23357518643688	1.30548054291551	0.26063162697143	0
hsa-miR-1181	7.7280472821422	0.574194949659786	0.287378193829431	1.99804634446478	0.0457116359424392	0.234104076719918	normal_vs_over	FALSE	9.88197001514511	4.30970253994742	4.43255458357127	2.69440762953867
hsa-miR-1181-3p:Novel	97.663520258392	0.295969606375615	0.205073513321239	1.44323663052474	0.148953824007943	0.415677725942572	normal_vs_over	FALSE	108.066642335143	88.3582961639843	70.1710772198865	48.5599783042157
hsa-miR-1182	6.61583088272653	-0.165870270086718	0.164394856307964	-1.00897481716818	0.31298671167551	0.600157185244387	normal_vs_over	FALSE	6.6460648515899	6.69890802519343	4.97059995311211	4.8214631338036
hsa-miR-1182-5p:Novel	7.72376117663135	-0.492310347345164	0.285422665184796	-1.72484671820445	0.0845550998702181	0.318338524646524	normal_vs_over	FALSE	5.99378949824738	11.482732536276	3.35242462604861	2.52654329230875
hsa-miR-1183	3.52181904783889	-0.395954745728357	0.247001641099002	-1.60304499988991	0.108924719448404	0.358031908085959	normal_vs_over	FALSE	3.4924633344924	3.47449168833051	2.16208117611891	1.50977221148282
hsa-miR-1183-5p:Novel	6.21361412541018	-0.272773267220374	0.19794860496107	-1.37800045256202	0.168203148415506	0.442088652344905	normal_vs_over	FALSE	6.31541731511495	5.81943229514375	4.70412327209752	4.17667106899515
hsa-miR-1184	24.4543194485991	0.194471340962058	0.197098369023743	0.986671487568884	0.323803712122438	0.609443979318541	normal_vs_over	FALSE	31.7581110503149	15.8783156228477	12.9156895549119	11.1681372034825
hsa-miR-1184-5p:Novel	4.31329375973617	0.583876127512573	0.269517995933237	2.16637158305825	0.0302828036472233	0.195818080562517	normal_vs_over	FALSE	5.92624933350549	2.19725016776003	2.3783255500472	1.32686600964855
hsa-miR-1185-3p	0.714460642595728	0.0319240447720896	0.395879490131389	0.0806408151164747	0.93572760611662	NA	normal_vs_over	NA	0.678878594643298	0.800379139545828	0	0
hsa-miR-1185-5p	0.792514460954269	-0.0519677859901438	0.377649527999877	-0.137608502426516	0.890549835497677	NA	normal_vs_over	NA	0.74545859386144	0.90357715151655	0	0
hsa-miR-1193	3.31833381350817	0.142889071857672	0.193560566679142	0.738213750399552	0.460384568377264	NA	normal_vs_over	NA	3.70331917611476	2.72967075101401	2.5578080523007	1.42257311302465
hsa-miR-1193-3p:Novel	14.1749653923097	0.331351299259784	0.277710264039653	1.19315467293089	0.232808802750797	0.521819181426472	normal_vs_over	FALSE	15.5207064006811	11.2370355282916	8.28120572755147	6.21471468880989
hsa-miR-1197	2.8937482552526	0.254061559646671	0.27424553590486	0.926401805624317	0.354237206100919	NA	normal_vs_over	NA	3.21141929557446	2.35729032046656	1.42828009375512	0.761829158359313
hsa-miR-1197-5p:Novel	2.45443127374605	-0.763438486690884	0.345909885405801	-2.20704443238233	0.0273109553048499	NA	normal_vs_over	NA	2.19106596987227	2.56210064097528	0.891269501137612	0.817278781642832
hsa-miR-1199-3p	3.38789645465084	-0.505948135681242	0.245364678126621	-2.0620251437338	0.0392053422046601	NA	normal_vs_over	NA	3.42151518643809	3.70047381751601	2.40006384827211	1.65617603338945
hsa-miR-1199-5p	3.4615656222145	0.00948465977095248	0.289601412800251	0.0327507372261833	0.973873363114556	NA	normal_vs_over	NA	3.63275911866857	3.36901911852623	1.9818493886546	1.26186962258274
hsa-miR-1200	4.6806391445996	0.333163987067472	0.312526516775566	1.06603430168047	0.286408136221729	0.575611059693923	normal_vs_over	FALSE	5.45819080523933	3.12383616640638	2.3331572791736	1.76616828103824
hsa-miR-1200-3p:Novel	5.93083525643742	-0.163061196483945	0.267334466675991	-0.60995201446125	0.541893595060967	0.783047487468804	normal_vs_over	FALSE	5.59223514330988	6.31564349414953	3.37214106821635	3.16963524094829
hsa-miR-1202	30.1136687724307	0.357319026615145	0.246749301299948	1.44810552545715	0.147587540495228	0.413849518589998	normal_vs_over	FALSE	28.406781179913	32.0761590789271	19.0911066056396	12.5719374497032
hsa-miR-1202-3p:Novel	36.4418407505343	-0.0697434360617211	0.279514677676541	-0.249516185130104	0.802961522817226	0.911124215456341	normal_vs_over	FALSE	49.8872530591419	23.3015296109258	12.4039694884747	10.6410800072121
hsa-miR-1203	175.513969163333	-0.182843263322616	0.264855727792022	-0.690350421517763	0.489973846755395	0.751075541297232	normal_vs_over	FALSE	161.401920881547	220.388448045841	66.1852641666282	58.0337206584234
hsa-miR-1203-3p:Novel	2.3197110156026	-0.415469515237411	0.331741453583858	-1.25238950619232	0.210427968222908	NA	normal_vs_over	NA	1.62012232810752	2.52348367960394	0.852140276346323	0.652067940996691
hsa-miR-1204	15.6062841841108	0.116201448797364	0.361270095562753	0.321647017631936	0.747720120159352	0.893288273912501	normal_vs_over	FALSE	15.9967389556611	15.9687414120758	3.70521645558237	2.83005579423538
hsa-miR-1204-3p:Novel	1.48462467536275	0.439458307547643	0.307085581596844	1.43106135189566	0.152412632524362	NA	normal_vs_over	NA	1.69042945348723	1.02221735553818	0.81743996827943	0.295944749613118
hsa-miR-1205	0.893094847860236	-1.05099338938906	0.380402243138789	-2.76284750772514	0.0057299529820363	NA	normal_vs_over	NA	0.529505556190508	1.63188814434595	0	0
hsa-miR-1205-3p:Novel	1.68414303471128	-0.520054763447927	0.270745430124015	-1.9208256376099	0.0547536931715983	NA	normal_vs_over	NA	1.53686883687502	1.88868625859913	0.865982118891622	1.21965202590403
hsa-miR-1206	0.119031991169641	-0.418567924726845	1.99719830043416	-0.209577549027483	0.833997403772467	NA	normal_vs_over	NA	0.111895248368841	0.13776633004823	0	0
hsa-miR-1206-3p:Novel	1.12224127002177	0.10111807010691	0.319808186068558	0.316183495331894	0.75186323445908	NA	normal_vs_over	NA	1.31356351040635	0.767531830104139	0.549117345862417	0
hsa-miR-1207-3p	0.186688432730702	-0.0758898373069347	0.65682250379224	-0.11554086053504	0.908016435299478	NA	normal_vs_over	NA	0.215298929219787	0.138517802575922	0	0
hsa-miR-1207-5p	4.23101245552773	-0.00223113703322469	0.201375671139674	-0.0110794765852185	0.99116003754922	0.996423028913597	normal_vs_over	FALSE	4.5126745406655	4.1832581406753	2.9811638326153	3.4543696868209
hsa-miR-1208	2.91238284566535	-0.490043985748826	0.267574291193115	-1.83143150100003	0.0670361630842752	NA	normal_vs_over	NA	2.5346308691567	3.87855105561716	1.62934651437413	1.56504847695961
hsa-miR-1208-3p:Novel	8.33402030620612	-0.0200448979819016	0.208273627233297	-0.0962430925517438	0.92332750673514	0.962398665820505	normal_vs_over	FALSE	7.9712021981442	8.95643747946246	5.46704022351441	6.22843720635989
hsa-miR-12113	0.679648993421708	0.0618022294505809	0.320086024522499	0.193080061970143	0.846896267089902	NA	normal_vs_over	NA	0.728010893869963	0.60952041614583	0	0
hsa-miR-12113-3p:Novel	1.73150662382032	-0.269272862377232	0.267407366940783	-1.00697623052719	0.313946196838352	NA	normal_vs_over	NA	1.99135600306141	1.27244629685078	0.805927167029931	0.620894513969352
hsa-miR-12114	1.81941428240795	-1.00920457779779	0.329146207861897	-3.06612852796783	0.00216850077330817	NA	normal_vs_over	NA	1.1475040845559	2.95112421624939	0.588649536404539	0.511369083081433
hsa-miR-12114-3p:Novel	15.1002479438564	0.0542826928391558	0.282376191828051	0.19223537398015	0.847557838174269	0.933352493729746	normal_vs_over	FALSE	15.0778117008247	18.2390510174749	1.63353439037864	1.64882547651449
hsa-miR-12115	2.03937164166087	0.169591781468605	0.327991201714095	0.51706198392613	0.605112890395949	NA	normal_vs_over	NA	2.25331114540778	1.53636678263984	1.2379625385792	0.439306970062896
hsa-miR-12115-3p:Novel	6.22009773058946	0.143050049286004	0.22670984785816	0.630982953045351	0.528051670708909	0.774290502418432	normal_vs_over	FALSE	7.06196612198621	5.38229914001451	2.94544817799385	2.09750072306339
hsa-miR-12116	3.11754200660424	0.338350465234852	0.255020696521449	1.32675688620588	0.184589116512381	NA	normal_vs_over	NA	3.5745000233997	2.42227422032273	2.30089643729828	1.49510800371303
hsa-miR-12116-3p:Novel	2.12094234813641	0.261505058183001	0.246823612573926	1.05948152794611	0.289380537439866	NA	normal_vs_over	NA	2.5026295492451	1.53466028283694	1.85526768085123	0.733961505657114
hsa-miR-12117	2.41629821959906	-0.548342550127633	0.307704422035961	-1.7820431259956	0.0747421992905099	NA	normal_vs_over	NA	2.4584804166846	1.86314572671781	0.879616822998657	0.855271050360249
hsa-miR-12117-3p:Novel	22.097959551474	0.641873918629758	0.281422579969629	2.28081882661664	0.0225591698601669	0.170379589710282	normal_vs_over	FALSE	23.2153639798197	16.8445210425857	7.45934721642561	8.14513924548128
hsa-miR-12118	21.7780647958358	0.0992071118341593	0.407971937347572	0.243171411443527	NA	NA	normal_vs_over	NA	26.1834952031405	14.4442305089361	2.6920533981609	3.95432772082453
