ID	Average_underweight	Average_normal	Average_overweight	Average_obese	Median_underweight	Median_normal	Median_overweight	Median_obese	log2FoldChange	pvalue	padj	comparison	treshold
hsa-let-7f-2-3p	0.918928408591056	0.503926728706398	0.875135376655533	0.820481873704798	0	0	0	0	0.595674227604859	0.352151467611829	NA	obese_vs_normal	NA
hsa-let-7f-5p	2.60655008349974	2.409199947072	3.02930160083895	1.84091157839016	0.303458067510637	1.12815387718461	1.18782426951852	0.276608674133987	0.0819221206878057	0.874724189485342	NA	obese_vs_normal	NA
hsa-let-7g-3p	4.33200986530972	6.99791690818635	5.55430303019991	3.10929925125577	1.57657880113133	2.03869316291042	1.55507377101353	0	-0.193219862386336	0.688222021533915	0.875718405605654	obese_vs_normal	FALSE
hsa-let-7g-5p	2040.83766274326	195.188594544807	124.856986538629	46.4735002806645	15.2749710308716	9.48755876341946	6.90521977830896	5.72102087253278	-1.42587295760453	NA	NA	obese_vs_normal	NA
hsa-let-7i-3p	0.33419444729597	0.484252979724415	0.487126024773289	0.110251178074038	0	0	0	0	-0.742854928600526	0.337422692600273	NA	obese_vs_normal	NA
hsa-let-7i-5p	2144.61541251008	237.419924312899	106.823452021032	72.2782638007582	7.82190099475225	10.5774444610311	7.16291350263548	13.7939572044452	-0.344715357353162	NA	NA	obese_vs_normal	NA
hsa-miR-1-2-5p:Novel	13.1074173657025	10.736091050695	6.61740125233933	9.40428411397566	3.1099526759492	4.57442976714538	3.24828488723696	3.90129586121064	-0.581390151909241	0.183513550638678	0.500816289767105	obese_vs_normal	FALSE
hsa-miR-1-3p	0.983367883357993	2.52313118778935	2.37608616601074	3.25523912221831	0.303458067510637	1.83001339377978	1.59116050036155	1.83417746131714	0.455294316534256	0.239932166857803	NA	obese_vs_normal	NA
hsa-miR-1-5p	12.7362461111521	15.6518073362196	10.8434304550669	13.9374000495539	9.68897665056753	7.62877063563459	4.76726559938806	8.24012257280491	-0.225272935893546	0.577805607552821	0.816330342343309	obese_vs_normal	FALSE
hsa-miR-100-3p	0.125025265507422	0.312270934404859	0.434402467397302	0.262109543869087	0	0	0	0	-0.161306957894175	0.858532585577488	NA	obese_vs_normal	NA
hsa-miR-100-5p	34.7353220201612	5.85914108244129	6.78788801858624	4.31834288857147	0.91037420253191	0.851094249078257	1.07252726050316	1.49803618417748	-1.75820276891589	0.0174165534485175	0.170725227631147	obese_vs_normal	FALSE
hsa-miR-101-2-5p	0.7494600592879	1.40458958117973	2.11443351791839	1.08138429271952	0.201853680220157	0.674631736046009	0.863447154393705	0	0.0652918613843965	0.900957649253978	NA	obese_vs_normal	NA
hsa-miR-101-3p	2.84313476802096	3.5975695092329	4.58439018866975	3.06915678339551	2.20392479416574	2.63114071575986	2.89154571905206	1.89005923272985	-0.109405588758591	0.770836011650772	NA	obese_vs_normal	NA
hsa-miR-101-5p	66.1173769416021	11.1657336771871	10.5161036562988	4.55511763532063	2.92566887906458	2.33532717611932	1.86748022522608	1.30159553704284	-0.697646372293071	0.160865356005091	0.475147612359755	obese_vs_normal	FALSE
hsa-miR-10226	5.3640490532248	4.34491583035472	4.08347870590853	3.4461818946126	2.62409784286204	2.15550855054194	2.24151027831704	0.829826022401961	0.498319111338004	0.268037442159291	0.596975397123359	obese_vs_normal	FALSE
hsa-miR-10226-3p:Novel	13.837902346023	14.9135884851182	15.1934676070652	15.1396251806334	7.12437223146457	7.25285504870295	6.00714531890605	14.2773226937424	0.314765507392526	0.451521224573616	0.737089347297589	obese_vs_normal	FALSE
hsa-miR-10392-3p	1.89882371569024	1.74560785910719	1.32380919251931	0.671281653370413	0.605561040660471	0.674631736046009	0.434969429368613	0	-0.961700378479325	0.12035868462059	NA	obese_vs_normal	NA
hsa-miR-10392-5p	257.7625840243	117.533347614475	189.619840221369	238.655272365808	64.8309521867188	83.2351511818281	104.096785345594	93.3411863697918	0.925102676162584	0.00222955395439528	0.0571053496706405	obese_vs_normal	FALSE
hsa-miR-10393-3p	0.302900450675453	0.319141396919388	0.251129229258323	0.236585444950015	0	0	0	0	0.0950310303196501	0.930847257870559	NA	obese_vs_normal	NA
hsa-miR-10393-5p	0.0829320713586454	0.175628265548559	0.0659676800115733	0.0945770186352563	0	0	0	0	-0.0103479373492326	0.996113790604759	NA	obese_vs_normal	NA
hsa-miR-10394-3p	3.75825610176499	2.76881594651417	2.37526767508269	1.4613658973903	1.02412438402021	1.16388609025094	1.0023012028829	1.04784050323164	-0.723873572640054	0.196707561246076	NA	obese_vs_normal	NA
hsa-miR-10394-5p	1.57957508328952	1.0896274687242	0.587112838414473	0.198076875726055	0	0	0	0	-0.908596188392401	0.247919999769521	NA	obese_vs_normal	NA
hsa-miR-10395-3p	4.7405945221522	1.23778948335388	1.22113518814338	1.1529567816048	0.442294932104441	0	0.313331258432092	0	-0.0361617482809768	0.957035478717651	NA	obese_vs_normal	NA
hsa-miR-10395-5p	3.17781820940285	6.87147366135786	7.82346302593695	2.16469672514563	2.21147466052221	3.1090803333225	1.83598054758651	1.84881834667819	-0.0230395048766496	0.963142050624848	0.979118228813388	obese_vs_normal	FALSE
hsa-miR-10396a-3p	1.71983126213778	1.37413528381453	1.20553620183789	2.05488467411363	0.825674109776845	0.805695799359526	0.585086142696482	1.24635361651627	0.341088589795594	0.430881796894256	NA	obese_vs_normal	NA
hsa-miR-10396a-5p	11.1219414639582	5.18547940983232	4.84086626742179	10.989070379093	2.47702232933053	3.18099427787328	2.41924800904432	3.82063625580006	0.93473692139007	0.0294023634708888	0.209376471711979	obese_vs_normal	FALSE
hsa-miR-10396b-3p	1.96178612696145	1.37741180588274	1.0571709657741	3.08890963188628	1.21322275532537	0.877046905253286	0.484215133722785	0.90445254561055	0.155899327237003	0.718556333942481	NA	obese_vs_normal	NA
hsa-miR-10396b-5p	10.044270736269	3.95359079650641	3.50088350360824	9.40853499476584	1.81668312198141	1.86810544452892	1.6905851693585	2.01493329121098	0.917939711399612	0.07022246108135	0.327485965103064	obese_vs_normal	FALSE
hsa-miR-10397-3p	69.3765010170452	22.0012492566388	19.8370803683113	18.2271228877751	12.3271480004365	14.9892493299528	14.3324553178947	9.5032124184299	-0.499670608634702	0.164354588102848	0.475153145732943	obese_vs_normal	FALSE
hsa-miR-10397-5p	2.09835733793421	3.89112928212742	2.11702546828511	2.44676165562951	0.795097421086957	1.57344724686853	0.731729703633226	0	-0.958331415878908	0.0862873453522781	NA	obese_vs_normal	NA
hsa-miR-10398-3p	2.61601226808353	2.03321593271168	1.93409819532031	2.105451194318	1.05105253408756	1.33234483839521	1.20070249382479	0	0.0382483069190817	0.926829379694044	NA	obese_vs_normal	NA
hsa-miR-10398-5p	0.426342363387641	0.681032936534602	0.737192267805343	0.442515707166256	0	0	0	0	-0.00410293436335758	0.994874710367022	NA	obese_vs_normal	NA
hsa-miR-10399-3p	1.01423664159889	0.387555139323389	0.392736922672993	0.189801006436203	0	0	0	0	-0.895649903068654	0.273089661024857	NA	obese_vs_normal	NA
hsa-miR-10399-5p	0.355403322231647	0.50880217952987	1.58890802871225	0.492083943761348	0	0	0	0	0.0914000670131229	0.915089731048267	NA	obese_vs_normal	NA
hsa-miR-103a-1-5p	0.580457873624848	0.597228535496921	1.22172855041684	0.930850944168098	0	0	0	0	0.81902838290408	0.278800808420091	NA	obese_vs_normal	NA
hsa-miR-103a-2-5p	0.206117965051977	0.351848801386834	0.439897997292457	0.31031194714084	0	0	0	0	-0.440261730343189	0.603942893954967	NA	obese_vs_normal	NA
hsa-miR-103a-3p	1.82469738935587	1.711328714641	3.11175665573672	2.08327234975261	1.02726233336971	1.23665869915962	1.69050294503196	1.30159553704284	0.509865315919075	0.218341521708746	NA	obese_vs_normal	NA
hsa-miR-103b-3p:Novel	99.516668224419	8.72010493283509	6.23192344202048	3.83714640668661	1.50433137657579	0.937727409486617	0.777546751471803	1.06271351040609	-1.29433439933477	NA	NA	obese_vs_normal	NA
hsa-miR-103b-5p	0.472348786338037	0.310132529006372	0.157303106748942	0.24307755469333	0	0	0	0	-0.0411236637035671	0.965679397907933	NA	obese_vs_normal	NA
hsa-miR-10400-3p	2.77352106999468	4.91827394100998	3.06540963132862	6.74321105967471	1.87012362077073	1.79834706740981	1.74074678330788	1.43408040581572	0.551214364351268	0.249462762140966	0.577473566005618	obese_vs_normal	FALSE
hsa-miR-10400-5p	100.064092425771	94.535965247418	58.470036172662	102.79599883035	36.2827812194074	39.0407536070004	31.7743445372906	71.8878649086095	-0.380176097100421	0.339512259692771	0.657494473648927	obese_vs_normal	FALSE
hsa-miR-10401-3p	2.13170821609616	1.31366185729917	0.690003909315992	0.463882022253109	0.303458067510637	0.421804873141454	0	0	-1.37829904694251	0.0378901132364976	NA	obese_vs_normal	NA
hsa-miR-10401-5p	95.9218418600214	94.7518396262322	77.391281601725	95.4079011328772	66.0547620592581	51.5818287205461	36.4705041518436	36.2970406121599	0.0444107198873503	0.909507629151682	0.965342294401679	obese_vs_normal	FALSE
hsa-miR-105-3p	6.24197461140658	12.1584192717976	4.92398942037714	9.08781780482428	4.98526506107608	5.21641544123181	2.81611994266044	2.75624765528652	0.321731799830918	0.491455307187528	0.764379067398428	obese_vs_normal	FALSE
hsa-miR-105-5p	4.74838834875933	4.19746890435113	3.87266412809044	3.76626880423341	2.61939141299985	2.12084474539962	1.69997959674237	0.987390958681088	-0.50061001762424	0.304636334011571	NA	obese_vs_normal	NA
hsa-miR-10522-3p:Novel	8.25680760153453	9.12760068150105	12.9031046654158	32.1834661873454	3.1663876584287	4.13550640142668	4.11334484234723	7.48238324622311	1.60074990251647	0.000280709408557365	0.0214831549453595	obese_vs_normal	TRUE
hsa-miR-10522-5p	3.32016885408583	0.777279930030718	0.358821455953293	0.500522988050624	0	0	0	0	-0.292403379908889	0.619143944242225	NA	obese_vs_normal	NA
hsa-miR-10523-3p:Novel	20.0726405934655	18.7786476743245	18.8129822950171	11.3698286718033	11.8739537191076	13.5641480133059	13.2695191855083	7.06676923100413	-0.202871519397232	0.574362075032987	0.813772630003204	obese_vs_normal	FALSE
hsa-miR-10523-5p	2.70576445365271	2.48014376658722	3.2527157439289	1.53521181493856	0.791596914607175	1.17244891140989	1.49761717991114	0.276608674133987	-0.252092959004744	0.653841502042713	NA	obese_vs_normal	NA
hsa-miR-10524-3p:Novel	9.5598641918106	5.9423447675253	1.68201562593799	1.62781469436579	0.303458067510637	1.15968365539356	0.531001969290462	0	-0.805266869939985	0.257909791245075	0.585377515801207	obese_vs_normal	FALSE
hsa-miR-10524-5p	8.48663338864547	4.46945185554699	0.890855647917966	0.85858238934385	0	0.326558176518494	0	0	-1.00043152872895	0.27517557875718	NA	obese_vs_normal	NA
hsa-miR-10525-3p	0.500849156139002	0.578513928644469	0.523121727362239	2.40296080151061	0	0	0	0.197478191736218	1.00593843087837	0.0764476566110099	NA	obese_vs_normal	NA
hsa-miR-10525-5p:Novel	0.391125663092977	0.658556264691502	0.520813700147855	0.644578524260878	0	0	0	0	0.688019277340076	0.302715122828569	NA	obese_vs_normal	NA
hsa-miR-10526-3p	7.11108986026069	5.26246467019325	3.42142306818958	4.98764122669905	3.08178700010914	3.39910398184145	2.96090151319799	4.71248278195908	-0.14852530108739	0.677893005829701	0.868841076075517	obese_vs_normal	FALSE
hsa-miR-10526-5p:Novel	6.9306193366384	4.92867109520268	3.31974962643371	4.89866197861684	3.08178700010914	2.9498104894896	2.9546015284088	4.15910378708611	0.0240843019447175	0.947495261536828	0.977662427108825	obese_vs_normal	FALSE
hsa-miR-10527-3p:Novel	7.84794952058472	10.3652544406495	13.2477374934162	20.5934827525437	3.73894879580706	5.31695802514074	5.24751284179052	6.17291158906549	0.639188360060596	0.122736291301538	0.428363144146907	obese_vs_normal	FALSE
hsa-miR-10527-5p	6.45858118231831	9.37978308483307	12.4275229968213	19.9723696380206	3.18038968434783	4.52233786030408	3.58326634411406	5.4909266453408	0.604753403919481	0.177536704199573	0.492217891334278	obese_vs_normal	FALSE
hsa-miR-106a-3p	0.279086459460997	1.41500173386655	1.22926817319937	2.01576908427025	0	0	0	0	0.00335102020777016	0.997594349530899	NA	obese_vs_normal	NA
hsa-miR-106a-5p	2.47548850385999	1.5577215641216	0.650355625276113	1.2166056117593	0	0	0	0.197478191736218	-0.388352440590733	0.575843182647929	NA	obese_vs_normal	NA
hsa-miR-106b-3p	37.2124046168881	4.59821273983223	2.99982660707765	1.35268185380413	0.412837054888422	0.457247926883085	0.297085060152532	0	-0.853282944576872	0.228107267931919	0.562816056771339	obese_vs_normal	FALSE
hsa-miR-106b-5p	38.6138005115891	62.6642850443063	40.9643406920211	36.2033799677231	7.82190099475225	21.0491257260789	13.9858651419026	7.51597447800076	-0.835519852150238	0.0671185728973999	0.321037029400817	obese_vs_normal	FALSE
hsa-miR-107	82.1252232332906	9.4287466515637	10.673184926374	3.84360064493088	4.12837054888422	4.13714275838142	5.13629456768277	1.91377666160073	-0.661777887500823	0.180195147385666	0.49592702608048	obese_vs_normal	FALSE
hsa-miR-107-5p:Novel	6.23385509455256	1.96009065267454	1.16301668474669	0.723958408251848	0	0.321739038190265	0	0	-1.66107104660889	0.0184762443199315	NA	obese_vs_normal	NA
hsa-miR-10a-3p	7.28342818041656	2.4656689901816	1.73215485835364	1.26020529211652	0.623374540256912	1.19996363439332	0.673275576319314	0.474086865870204	-0.666571855412134	0.242893260305662	NA	obese_vs_normal	NA
hsa-miR-10a-5p	373.792115241686	23.3065014565937	39.4779804194358	9.42999935425606	9.54116905304348	5.4975412930538	4.14041430108911	5.4909266453408	-1.50856001870272	0.00193723596674961	0.0556628640934477	obese_vs_normal	FALSE
hsa-miR-10b-3p	3.01927130108197	5.05411287782871	4.28127387437658	3.55633785957353	0.91037420253191	2.99617685135059	1.87729458510177	0.348611475718782	-0.0237053095999455	0.957161875117625	0.979118228813388	obese_vs_normal	FALSE
hsa-miR-10b-5p	127.376916418392	28.6799475816874	34.9008905688677	9.33523228247746	2.62763133521889	4.22994067452374	3.84350887778599	6.43354457470043	-1.19941256336729	0.0268352788988958	0.202925823292602	obese_vs_normal	FALSE
hsa-miR-11181-3p	2.16884650920027	1.70956932243051	1.93067176255615	1.69169822627357	0.975222959688194	1.08886854021968	0.798540482767902	0.542795990228013	-0.439054103938208	0.37769138971846	NA	obese_vs_normal	NA
hsa-miR-11181-5p	0.430591735519244	0.173322086273467	0.18349035745121	0.138483735168474	0	0	0	0	-0.0562879766452053	0.966605230994671	NA	obese_vs_normal	NA
hsa-miR-11399	3.88200128753641	5.70260731239151	5.55744095237211	5.34021748845532	2.49349816102765	3.72327363205878	3.53694874045252	3.3031636841785	0.159734316043552	0.685935137325015	0.873508418662489	obese_vs_normal	FALSE
hsa-miR-11399-3p:Novel	170.193185904991	221.854924936723	162.089729040183	247.036562118119	113.497018590566	159.413659612725	131.681705567205	213.6486756954	0.155144352244196	0.609974418517716	0.83143738874757	obese_vs_normal	FALSE
hsa-miR-11400	1.53312043076671	3.58303675596542	3.04842657740554	10.5519033551708	0.825674109776845	1.13239415768298	1.75634145042358	1.52890293727867	1.48767753996713	0.00276197987621373	NA	obese_vs_normal	NA
hsa-miR-11400-3p:Novel	11.3707979890333	7.29634835995371	5.17625405672721	4.07990979738854	3.1663876584287	4.26381794949497	2.31018311792896	1.414692817176	-0.462425918289036	0.306866309397865	0.63533728725399	obese_vs_normal	FALSE
hsa-miR-11401	2.35349027161039	2.14141793410681	1.64979530425322	1.66198407848166	1.19264613163043	1.23665869915962	0.811230387473147	1.06271351040609	-0.270598724196021	0.563545103090971	NA	obese_vs_normal	NA
hsa-miR-11401-3p:Novel	7.13471621637306	7.92188792575056	10.8987589965403	5.26943956504159	2.37479074382152	5.09699823078004	3.40563614796892	2.73723365762489	0.100579319166026	0.804301174001554	0.925953938018534	obese_vs_normal	FALSE
hsa-miR-1178-3p	0.362085253894667	0.599342772203196	0.128125111067085	0.234582735386861	0	0	0	0	-0.467096242245003	0.567642821295696	NA	obese_vs_normal	NA
hsa-miR-1178-5p	0.890341525486064	1.50583024379912	0.844825061620297	0.698801570947961	0	0.671040882993249	0	0	-0.491076235505812	0.415845410399686	NA	obese_vs_normal	NA
hsa-miR-1179	0.683019000139997	1.77377794069088	1.73933196771946	1.41635400085791	0.606611377662687	0.671040882993249	0.998194197567028	0.962491060154869	0.0286769736123905	0.957865719938397	NA	obese_vs_normal	NA
hsa-miR-1179-3p:Novel	9.03300253611644	9.86955004500153	8.29156834109719	5.2330265178587	6.17098942366407	5.95353045966008	5.06325624687218	1.97439637401985	-0.348405166674012	0.356613800619699	0.664559601182803	obese_vs_normal	FALSE
hsa-miR-1180-3p	13.6832089856073	6.53254845489463	5.22735052553717	1.66403314465764	3.338038742617	3.14956401662822	2.94982790583434	0	-1.61122285721682	0.00183643969575445	0.0556628640934477	obese_vs_normal	FALSE
hsa-miR-1180-5p	0.46116306100224	1.33603496010693	1.20633367966486	2.21423373593077	0	0.251643146151773	0.369685842935552	0	-0.790845585257807	0.245607812147057	NA	obese_vs_normal	NA
hsa-miR-1181	8.14564516205072	12.0034751683924	5.56029827378985	4.51348162475271	3.02780520330235	5.3852550305578	3.46120758913063	3.3057922120403	-0.666969462261693	0.151128117382168	0.469129173328437	obese_vs_normal	FALSE
hsa-miR-1181-3p:Novel	173.59011528554	119.271674144583	85.7014542606562	127.353786088926	84.7491425030013	76.8899463490627	59.3632830154127	75.086622153044	-0.269044901553372	0.400438048383883	0.699763429466808	obese_vs_normal	FALSE
hsa-miR-1182	16.2158215057834	10.9241534415047	11.9967190947236	7.5274083565621	7.82190099475225	7.90685976539512	8.91359167357644	5.78794966936624	-0.447094208367067	0.137106522584905	0.446017184221236	obese_vs_normal	FALSE
hsa-miR-1182-5p:Novel	13.2957212360317	8.85879651896096	16.441047405245	6.64203994192586	5.54117840225022	5.58597982912273	5.36637621034126	3.17814357783092	-0.067194536915722	0.874418175753681	0.953074871972082	obese_vs_normal	FALSE
hsa-miR-1183	4.57720320466081	5.53338072675151	4.64453664830485	4.48658167547258	3.00866275315157	3.01771197075871	2.42580492750095	1.62175330311096	0.13361107234094	0.765617863818855	0.914418427238459	obese_vs_normal	FALSE
hsa-miR-1183-5p:Novel	12.4481948590729	10.3228918019252	11.7440296704981	8.03818711422015	9.24536100032741	6.5187957013556	6.86132738616499	5.37966321846436	0.0243341460023318	0.942591338659927	0.976912914963416	obese_vs_normal	FALSE
hsa-miR-1184	41.8025146903685	58.3451966685978	34.1856500361416	32.0235859519074	22.4446209735194	35.1500160279299	19.5223612190591	15.3818622962079	-0.0505493722892765	0.863210279234798	0.945364085120593	obese_vs_normal	FALSE
hsa-miR-1184-5p:Novel	6.53535919502743	8.35798706119848	4.47691745247071	3.13522493102048	3.63336624396282	4.09714732633115	2.88739315707851	2.19427024650523	-1.34136530539014	0.00150799940802484	0.0544250695441691	obese_vs_normal	FALSE
hsa-miR-1185-3p	0.454148504706291	0.959235771530408	1.09096405315554	1.77208121940076	0	0.160869519095132	0.184823737365356	0	0.517138554998181	0.384836020359611	NA	obese_vs_normal	NA
hsa-miR-1185-5p	0.466183155718897	0.984240824318131	1.15234779222333	2.08639371290971	0	0.160869519095132	0.328819377856368	0	0.643636726504885	0.266312990339439	NA	obese_vs_normal	NA
hsa-miR-1193	6.57972207487612	6.46049254631034	6.05835463423759	2.58101107226223	3.96706462949833	4.40436559930264	3.91265019871048	0.266187316094026	-0.646923883147152	0.0912494798512249	0.371221896518756	obese_vs_normal	FALSE
hsa-miR-1193-3p:Novel	36.8125743846445	22.6962055254235	26.7249361154006	16.013529331474	10.2726233336971	10.8675321692329	7.03329016100122	9.27407950335407	-0.174402728062855	0.712312401464197	0.887127467109364	obese_vs_normal	FALSE
hsa-miR-1197	9.69860856094787	7.86813047309692	6.62093942932738	4.30850490098953	3.88154758266886	3.72327363205878	2.49477941428919	1.30159553704284	-0.424899405245915	0.304126879422691	0.634163066252991	obese_vs_normal	FALSE
hsa-miR-1197-5p:Novel	20.6024252073079	2.88507635387286	3.16103214073056	3.50604047926092	1.23851116466527	1.23884238882853	1.15507719192732	1.40379235138096	0.341946914258356	0.542291283560216	0.792259594892112	obese_vs_normal	FALSE
hsa-miR-1199-3p	5.81339670421187	5.26394576822413	5.17030849051791	4.54246431831382	4.729736403394	3.68557359253483	3.32705839397367	1.60687006108131	0.25348259424718	0.492407578498787	0.76501669286137	obese_vs_normal	FALSE
hsa-miR-1199-5p	3.1896285267578	3.96161394266279	3.94128136087721	4.06812786623067	1.54089350005457	2.01922032167631	1.65819548993393	1.89889341957109	0.063311564717585	0.89432376651498	NA	obese_vs_normal	NA
hsa-miR-1200	3.54186613203927	5.74882790486918	3.27822363649232	5.3181083998191	1.32688479631332	2.34864309047637	2.47551558909269	1.79005954266725	0.416160704601553	0.399063841561727	0.698942613624939	obese_vs_normal	FALSE
hsa-miR-1200-3p:Novel	9.25571174120028	8.38900658319889	9.50548845917165	5.69319092783375	4.51299412972736	5.42815988013661	5.6917699605911	2.8874112136761	-0.535591695468711	0.210542734865487	0.543645305636412	obese_vs_normal	FALSE
hsa-miR-1202	41.8666603409401	34.6625444772294	31.1836130362961	38.0879547684223	21.8181089089919	23.1485849108927	18.5741045268007	6.69563343581209	-1.19079392192909	0.00196602720004452	0.0556628640934477	obese_vs_normal	FALSE
hsa-miR-1202-3p:Novel	35.2096942181946	49.8882781135094	27.2407084515599	26.3149103261928	26.7051808448391	15.5717977792159	12.1717474002841	16.3463615654127	-0.311251499173166	0.482963743746684	0.757104072132018	obese_vs_normal	FALSE
hsa-miR-1203	139.639972839712	369.337554552796	231.812844849725	525.224806344129	78.3034137895229	168.660157060556	109.264651069176	63.6073336129308	0.189289856394003	0.630538719680624	0.845688755787865	obese_vs_normal	FALSE
hsa-miR-1203-3p:Novel	2.79639900834629	2.67437565762153	4.28144123277372	1.78316124708669	0.795097421086957	1.29723357092376	0.956998637275553	1.15758993387325	0.0226109728337446	0.966085119385227	NA	obese_vs_normal	NA
hsa-miR-1204	13.0977457199783	16.3944287915591	20.0841438940103	17.025803040189	5.11472668035767	5.09699823078004	5.71827566564497	3.76319531459993	0.0989272043694998	0.85045855171773	0.940609374708913	obese_vs_normal	FALSE
hsa-miR-1204-3p:Novel	0.936492169291518	1.85309668415236	1.18025289102793	2.48510608257204	0.303458067510637	0.914495853766169	0.63424121149635	1.89889341957109	0.510398048583211	0.254591097009157	NA	obese_vs_normal	NA
hsa-miR-1205	1.3459986198263	1.01636905347819	1.95917221579927	1.65442068215244	0.442294932104441	0.432411190307919	0.548641791233104	0	0.646516247436244	0.227143412719319	NA	obese_vs_normal	NA
hsa-miR-1205-3p:Novel	2.27154744379323	2.03296903295697	2.21803338832717	2.8488533514596	1.80519765189094	1.16835088008672	1.23925126058931	1.89889341957109	0.351740359727264	0.416713949482628	NA	obese_vs_normal	NA
hsa-miR-1206	0.0402175964428251	0.219708736319499	0.135373507511488	0.410303810805619	0	0	0	0	0.954979390749006	0.447914492806317	NA	obese_vs_normal	NA
hsa-miR-1206-3p:Novel	0.722372065149463	1.50394496163827	1.02583506719832	1.46387605353908	0.412837054888422	0.651706492606642	0.184823737365356	0	-0.186569986758979	0.744677186270174	NA	obese_vs_normal	NA
hsa-miR-1207-3p	0.290043260824476	0.317623259490619	0.190438531526295	0.219477643141154	0	0	0	0	-0.160290102334012	0.847693992030509	NA	obese_vs_normal	NA
hsa-miR-1207-5p	8.25104743378476	5.96821980710254	5.75675009434245	4.11042824652495	3.33814760560488	4.39917978993783	4.34971017099731	3.41492722700393	-0.500427599660695	0.154785828802983	0.473974012535904	obese_vs_normal	FALSE
hsa-miR-1208	2.86619614252522	3.07630008644336	4.55405887968714	3.16092231123864	1.24631626526902	1.99597819006575	2.30087400072777	1.89889341957109	0.0657499749361231	0.882493056094389	NA	obese_vs_normal	NA
hsa-miR-1208-3p:Novel	11.4206305949541	9.56413204533562	10.0382281066005	12.7487174233092	5.2387828259997	6.60922945462076	7.50402146834644	8.63216623193494	-0.0850534104420528	0.798742092968988	0.924142495525356	obese_vs_normal	FALSE
hsa-miR-12113	1.65031233719537	1.32646683438143	0.842819745493272	0.664423791085046	0.412837054888422	0.623785877338007	0.354720437579438	0.625220149852769	-0.409787392081326	0.414236337860284	NA	obese_vs_normal	NA
hsa-miR-12113-3p:Novel	4.44419149532104	3.77981586540059	2.78768694739556	1.81971521175416	0.768093288015154	1.75252632013008	1.82244024227123	0	-0.414842085189507	0.36234554503705	NA	obese_vs_normal	NA
hsa-miR-12114	1.5031594342306	3.19638515846928	8.76445789763674	5.60158739765077	0.397548710543478	0.954765473012988	1.228307941375	0.509496162138115	0.341438385864475	0.577137687383162	0.816112776103706	obese_vs_normal	FALSE
hsa-miR-12114-3p:Novel	36.6652469442295	54.2723987346086	39.8478554442704	28.1887896940806	6.43950533037474	5.16708166445787	4.97799955208149	3.71237191600497	-0.0623823127053762	0.885934827930837	0.956400072572515	obese_vs_normal	FALSE
hsa-miR-12115	3.94509515364415	2.80291730104536	2.47530401792485	1.14731077769386	2.49263253053804	1.94272618851484	1.43673726466961	0.494623154963669	-0.893570926574199	0.0686827449604995	NA	obese_vs_normal	NA
