ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	never.x	former.x	_16.x	16_.x	never.y	former.y	_16.y	16_.y
hsa-miR-10396a-3p	1.14573789415552	-0.0300661420384686	0.565167220908838	-0.0531986656800789	0.957573618744778	0.986942301159872	16__vs_former	FALSE	1.077	1.024	1.459	1.456	0.453	0.283	1.172	0.588
hsa-miR-10396a-5p	4.63502896442632	0.00263586626712437	0.530577410535247	0.00496792025967579	0.996036189430139	0.998998373257177	16__vs_former	FALSE	4.619	3.885	5.924	4.907	2.156	2.218	2.522	2.841
hsa-miR-10396b-3p	1.24721567948297	-0.292140730202558	0.571737924712721	-0.510969655107888	0.609372305226315	0.860805789573014	16__vs_former	FALSE	1.287	1.224	0.866	1.562	0.656	0.775	0.495	0
hsa-miR-10396b-5p	3.5860763310791	0.11458402757643	0.627320083354382	0.18265639920809	0.855067628507333	0.952225073112026	16__vs_former	FALSE	3.564	2.998	4.683	3.709	1.276	1.26	1.582	1.611
hsa-miR-10397-3p	21.797033845255	0.864364135345954	0.387061898790193	2.23314187743	0.0255395897595894	0.1869000350888	16__vs_former	FALSE	17.213	16.607	15.205	95.127	12.274	13.687	11.511	12.879
hsa-miR-10397-5p	2.74535921360742	-0.901429131428797	0.686113953433887	-1.3138183925823	0.18890732655967	0.5385661993646	16__vs_former	FALSE	2.62	2.876	2.797	2.459	0.873	0.544	1.47	0.904
hsa-miR-10398-3p	1.47330402684869	0.661711492927573	0.519039946520889	1.27487584985126	0.20235318822822	0.551852050506455	16__vs_former	FALSE	1.247	1.329	1.549	3.628	0.646	0.708	1.126	1.409
hsa-miR-10398-5p	0.573871090593872	-0.7164344303835	0.770613659065195	-0.929693396886556	0.352529854286109	NA	16__vs_former	NA	0.588	0.562	0.742	0.048	0	0	0	0
hsa-miR-10399-3p	0.352494408348962	0.526885435348566	1.02799011956741	0.512539396361402	0.608273555387446	NA	16__vs_former	NA	0.368	0.215	0.094	1.371	0	0	0	0
hsa-miR-10399-5p	0.761236387750002	0.151969889631064	0.996927457103833	0.152438262732327	0.878841280404099	NA	16__vs_former	NA	0.787	0.503	1.053	1.074	0	0	0	0
hsa-miR-103a-1-5p	0.681255127429812	-0.802951978857797	1.07629072800329	-0.746036324541621	0.455645472421654	NA	16__vs_former	NA	0.788	0.627	0.551	0.187	0	0	0	0
hsa-miR-103a-2-5p	0.291764188049771	-0.129747366787306	1.05515175622269	-0.122965598097268	0.902134339919118	NA	16__vs_former	NA	0.282	0.367	0.23	0.058	0	0	0	0
hsa-miR-103a-3p	1.79391790953467	-0.660490870530409	0.54593584557986	-1.20983239308801	0.226343213585822	0.582742507558659	16__vs_former	FALSE	1.808	1.763	1.8	1.446	0.907	1.037	1.485	0.706
hsa-miR-103b-3p:Novel	17.0447278777303	4.72103818168827	0.682277176895069	6.91953115473236	4.53140827658392e-12	1.05211061258139e-09	16__vs_former	TRUE	4.387	9.65	5.669	179.873	0.738	0.753	0.791	1.126
hsa-miR-103b-5p	0.234831325101207	0.216890609423654	1.4929314575089	0.145278343712816	0.884491112528579	NA	16__vs_former	NA	0.289	0.182	0.11	0.252	0	0	0	0
hsa-miR-10400-3p	4.04036998566383	2.00131424675132	0.575100192522501	3.47994014394808	0.00050152581748261	0.00948812546555989	16__vs_former	TRUE	2.001	2.941	2.19	29.533	0.984	1.165	1.224	1.679
hsa-miR-10400-5p	90.4504653690116	0.263945374126108	0.497733045965675	0.530295057291233	0.595907373109909	0.854960561732585	16__vs_former	FALSE	63.173	75.67	197.552	152.33	34.217	28.025	57.997	37.166
hsa-miR-10401-3p	1.01140850467106	0.997663975962339	0.686206529719919	1.45388295324083	0.14597875972443	0.493161048063748	16__vs_former	FALSE	1.159	0.508	0.891	2.341	0	0	0.597	0.415
hsa-miR-10401-5p	80.2815601885611	0.519301187042746	0.479207273906584	1.08366716308229	0.278512399984568	0.635675307918307	16__vs_former	FALSE	89.183	63.124	71.805	92.76	38.193	33.43	33.375	40.752
hsa-miR-105-3p	7.69570823715021	-0.890054911927186	0.617003594358415	-1.44254412788746	0.149148932230518	0.499248195172665	16__vs_former	FALSE	9.716	5.384	6.886	2.428	2.754	2.522	2.988	1.772
hsa-miR-105-5p	3.60881053132329	0.342648278672654	0.582884938257518	0.587848915254133	0.556633707922347	0.836875425038335	16__vs_former	FALSE	4.211	2.703	2.462	4.747	1.914	1.598	1.261	1.087
hsa-miR-10522-3p:Novel	8.23044383849724	-1.10405293442681	0.511036788458921	-2.16041772209039	0.0307403467353774	0.210945456440084	16__vs_former	FALSE	6.561	11.085	7.493	7.731	3.816	3.965	5.102	2.962
hsa-miR-10522-5p	0.769672704171292	0.833318648982552	0.67091579433856	1.24206145691368	0.214213887914264	NA	16__vs_former	NA	0.542	0.384	0.531	4.934	0	0	0	0.084
hsa-miR-10523-3p:Novel	14.376772139157	0.174038672393865	0.448795547258407	0.38779055063498	0.698171038899941	0.892594504154687	16__vs_former	FALSE	15.563	11.152	17.986	10.185	9.661	8.6	8.963	8.896
hsa-miR-10523-5p	2.07644314377219	0.893015713707407	0.686551418476287	1.30072663121044	0.193352043246975	0.544455477897215	16__vs_former	FALSE	2.13	1.842	2.046	2.457	0.656	0.734	0.594	1.801
hsa-miR-10524-3p:Novel	3.89626123696453	-0.321890746381637	0.892215015026428	-0.360777100766571	0.718266082466509	0.901509134480473	16__vs_former	FALSE	5.299	2.21	2.848	1.994	0.666	0.309	0.872	0.43
hsa-miR-10524-5p	2.8996633040827	0.456681519217401	1.14704325701497	0.398138009551491	0.69052845779897	0.889813159040651	16__vs_former	FALSE	3.999	1.497	2.242	1.508	0	0	0.277	0
hsa-miR-10525-3p	0.543644452073964	-0.207369977928375	0.700856302930014	-0.295880877522881	0.767321055096628	NA	16__vs_former	NA	0.448	0.797	0.427	0.205	0	0	0	0
hsa-miR-10525-5p:Novel	0.406719624990348	-0.280127980467874	0.770506330873312	-0.363563502652041	0.716183984924373	NA	16__vs_former	NA	0.428	0.441	0.311	0.179	0	0	0	0
hsa-miR-10526-3p	3.96643784910663	0.187330294588697	0.450960346514677	0.415403030524768	0.677846888538739	0.886880633673347	16__vs_former	FALSE	3.761	3.194	3.985	8.703	2.571	2.357	2.319	3.049
hsa-miR-10526-5p:Novel	3.70494445200889	-0.0400518556220315	0.469045491268753	-0.0853901303127177	0.931951239374438	0.978570968321186	16__vs_former	FALSE	3.568	3.034	3.625	7.617	2.297	1.779	2.015	2.14
hsa-miR-10527-3p:Novel	9.96653733845551	-0.356841705892934	0.480453142488697	-0.742719059021096	0.457651788360458	0.770882853675291	16__vs_former	FALSE	8.465	11.537	11.253	9.926	4.558	4.428	5.976	9.889
hsa-miR-10527-5p	9.16679978644794	-0.311042753859842	0.524054117056224	-0.593531743643322	0.552825345435635	0.835236231634436	16__vs_former	FALSE	7.569	10.838	10.471	9.551	3.935	3.551	5.858	8.223
hsa-miR-106a-3p	0.393283434285606	-0.0415967675035157	1.43021228732483	-0.0290843309571345	0.976797332596976	NA	16__vs_former	NA	0.367	0.436	0.486	0.125	0	0	0	0
hsa-miR-106a-5p	1.27471602721091	2.15365770597574	0.830149374882108	2.59430142470635	0.00947833486520919	0.0988068050846705	16__vs_former	FALSE	0.842	1.138	0.946	6.013	0	0	0.297	0
hsa-miR-106b-3p	6.32162154613328	4.4167399908362	0.804920476394968	5.48717559108154	4.08411116001499e-08	2.74495260596797e-06	16__vs_former	TRUE	1.58	5.954	3.497	52.4	0	0	0.58	0
hsa-miR-106b-5p	25.7810400312431	1.79517733559483	0.579333271638659	3.09869538567521	0.00194374756172445	0.0285306394979554	16__vs_former	TRUE	23.721	24.93	29.93	33.375	3.076	3.321	6.694	5.449
hsa-miR-107	14.3695549661949	0.905413811382377	0.554299056739432	1.63343920646071	0.102376656880291	0.419694994658527	16__vs_former	FALSE	8.42	6.322	8.564	113.152	3.803	3.049	3.038	2.9
hsa-miR-107-5p:Novel	1.98061707389386	2.15191920542663	0.788362624894301	2.72960581523654	0.00634100954813213	0.0722988320800422	16__vs_former	FALSE	1.025	1.485	2.493	10.978	0	0.107	0.289	0.393
hsa-miR-10a-3p	2.0126695129293	0.42202858281819	0.652971944463018	0.646319625822902	0.51807238033072	0.815004369710549	16__vs_former	FALSE	1.465	1.543	1.561	9.449	0.371	0.609	0.597	1.171
hsa-miR-10a-5p	61.4445350523603	3.04293971953587	0.597738641216808	5.09075289718831	3.56644550535109e-07	1.82174036413334e-05	16__vs_former	TRUE	26.092	13.066	33.231	643.594	6.109	3.982	5.377	4.49
hsa-miR-10b-3p	2.41289663060159	0.142438648166197	0.573599884846326	0.248324052931701	0.803883690176888	0.934935767172938	16__vs_former	FALSE	2.327	2.178	2.938	2.729	0.894	0.775	1.156	0.873
hsa-miR-10b-5p	38.7974267922034	3.43675224895071	0.641048010702694	5.36114642206511	8.2695452983797e-08	5.17679349205105e-06	16__vs_former	TRUE	19.829	11.347	23.633	358.064	3.75	4.116	5.063	2.665
hsa-miR-11181-3p	1.40986398685739	0.173852137025356	0.581752957426995	0.298841862006646	0.765060708345679	0.922551958977745	16__vs_former	FALSE	1.196	1.498	1.878	1.509	0.497	0.832	1.02	0.098
hsa-miR-11181-5p	0.163992556935379	-0.132706355796964	1.88731042189321	-0.0703150654272561	0.943942891709809	NA	16__vs_former	NA	0.182	0.119	0.263	0	0	0	0	0
hsa-miR-11399	4.35165894811412	1.17600855480012	0.515390850028493	2.28178004078866	0.0225023297350782	0.173211532284702	16__vs_former	FALSE	4.897	3.689	2.944	5.14	2.335	2.188	1.616	2.951
hsa-miR-11399-3p:Novel	185.897032951808	-0.68727369173786	0.399192829652202	-1.72165840838537	0.0851314158009744	0.383466730080579	16__vs_former	FALSE	175.363	196.583	216.787	118.699	134.576	112.781	110.317	70.86
hsa-miR-11400	2.34136208902148	0.0301004171761735	0.657992983489432	0.0457458026627375	0.963512856753944	0.988576988897611	16__vs_former	FALSE	1.633	1.815	6.719	1.361	0.755	0.641	0.808	0.942
hsa-miR-11400-3p:Novel	5.26209994583544	-0.544887503181114	0.581787913990695	-0.93657411932732	0.348977669881622	0.703054499488313	16__vs_former	FALSE	6.232	3.559	6.158	2.73	2.755	1.824	3.395	1.437
hsa-miR-11401	1.62811030866389	0.865172534153186	0.571496041401607	1.51387318804752	0.130058005552944	0.467842459411577	16__vs_former	FALSE	1.406	1.135	1.794	5.286	0.865	0.33	1.126	0.836
hsa-miR-11401-3p:Novel	4.39984684204864	0.564009273227494	0.456687775615149	1.23499971609222	0.216830609801659	0.567985002495834	16__vs_former	FALSE	4.406	3.839	5.352	4.261	1.967	2.041	2.519	3.797
hsa-miR-1178-3p	0.229364853290639	-0.506387285210492	1.09593299830166	-0.462060441646732	0.644037977194897	NA	16__vs_former	NA	0.276	0.192	0.216	0.007	0	0	0	0
hsa-miR-1178-5p	0.95244355869909	0.349268864456846	0.811959312165323	0.430155623839599	0.667082439965019	0.880231656908848	16__vs_former	FALSE	1.022	0.729	1.286	0.599	0	0	0	0
hsa-miR-1179	1.33603957716524	-0.862655949127087	0.656519400588422	-1.31398394069377	0.18885160860914	0.5385661993646	16__vs_former	FALSE	1.317	1.359	1.465	0.836	0.265	0.607	0.735	0.169
hsa-miR-1179-3p:Novel	5.9553819464454	-0.355139236778844	0.403679275339631	-0.879755931190799	0.378991542646256	0.716139931143355	16__vs_former	FALSE	6.21	5.739	5.432	4.753	3.91	4.21	3.839	3.54
hsa-miR-1180-3p	3.80774662293398	0.455010890489602	0.606277755885515	0.750499067584994	0.452954185150035	0.767138586785934	16__vs_former	FALSE	3.464	3.327	2.739	10.537	1.479	1.226	1.47	0.486
hsa-miR-1180-5p	1.19474473890228	-0.814826938296484	0.804079269254126	-1.0133664297207	0.310885168050515	0.673614187333084	16__vs_former	FALSE	1.207	1.533	0.571	0.448	0	0	0	0
hsa-miR-1181	8.00534513848986	-0.425333508556386	0.562392513724517	-0.756292977194095	0.449473557774976	0.764752697288596	16__vs_former	FALSE	10.224	5.731	4.822	5.794	4.302	3.169	2.828	1.396
hsa-miR-1181-3p:Novel	103.943621414731	0.307918540381081	0.403437132149018	0.763237976486866	0.445321484133007	0.759744218588158	16__vs_former	FALSE	112.593	81.558	101.226	128.142	69.415	46.97	59.44	54.851
hsa-miR-1182	7.45523497480556	-0.0356124253082868	0.347115373382178	-0.102595356008842	0.91828412875908	0.973960824273543	16__vs_former	FALSE	7.087	6.6	10.344	7.308	5.705	5.173	4.574	4.301
hsa-miR-1182-5p:Novel	7.66038449266646	-0.891191767614309	0.527733792391859	-1.6887146141905	0.0912741336428484	0.397868356325972	16__vs_former	FALSE	5.879	11.56	6.275	4.3	3.441	3.403	3.164	2.623
hsa-miR-1183	3.65936740083408	0.244665430472466	0.493976268581415	0.495297944524923	0.620389821640242	0.869192398769389	16__vs_former	FALSE	4.263	2.729	3.612	2.613	1.974	2.009	2.987	1.706
hsa-miR-1183-5p:Novel	6.52802806908459	-0.565010627812858	0.384942626302858	-1.46777880444015	0.142164316678186	0.48736599301488	16__vs_former	FALSE	6.73	5.777	7.259	5.765	5.141	4.618	4.03	3.182
hsa-miR-1184	26.52325957092	0.629483494442195	0.374623876933125	1.68030799209994	0.0928974068881044	0.400071225411581	16__vs_former	FALSE	32.226	18.724	24.104	17.252	15.091	10.286	11.627	9.02
hsa-miR-1184-5p:Novel	4.90315719023085	2.58888117472114	0.444344417325839	5.82629391475557	5.66717725595086e-09	5.35106744660321e-07	16__vs_former	TRUE	3.189	2.811	3.126	32.409	1.967	1.529	2.94	2.78
hsa-miR-1185-3p	0.693542385548879	0.350069861686801	0.77115555425646	0.453954924858623	0.649861270024087	NA	16__vs_former	NA	0.612	0.808	0.833	0.373	0	0	0	0.084
hsa-miR-1185-5p	0.781839023344004	-0.595169819935151	0.765269443350066	-0.777725839058356	0.436730655955254	NA	16__vs_former	NA	0.805	0.874	0.699	0.141	0	0	0	0
hsa-miR-1193	3.63781127180974	0.566128554698568	0.395328123615076	1.43204725614158	0.152130297593749	0.504598415655111	16__vs_former	FALSE	3.852	2.828	3.98	4.447	2.267	1.768	2.448	1.83
hsa-miR-1193-3p:Novel	16.9146075145889	0.697051182394602	0.524683526570623	1.32851737684731	0.184007246898175	0.535000730362827	16__vs_former	FALSE	15.032	16.375	15.366	35.05	7.631	8.434	6.12	4.079
hsa-miR-1197	3.48333666414063	0.52196810468404	0.519041421627074	1.0056386310129	0.314589433815077	0.675344860883222	16__vs_former	FALSE	3.815	2.078	5.284	3.285	1.225	1.12	2.617	1.196
hsa-miR-1197-5p:Novel	2.82958269736199	0.291944587370511	0.665351413809719	0.438782546051677	0.660819108402135	0.880231656908848	16__vs_former	FALSE	2.348	3.045	1.529	7.861	0.596	0.921	1.007	1.545
hsa-miR-1199-3p	3.63914687494251	0.473513845638755	0.483238127682392	0.979876831966312	0.327146920403982	0.683183348088119	16__vs_former	FALSE	3.793	3.378	3.008	4.226	2.749	1.8	1.757	1.807
hsa-miR-1199-5p	3.51692465931789	-0.451765733379965	0.569239604746547	-0.793630185976102	0.427410754016976	0.754393272812272	16__vs_former	FALSE	4.582	2.51	1.943	2.21	1.997	1.668	1.195	1.547
hsa-miR-1200	4.64863647887104	-1.22638876573241	0.615731165254794	-1.99176009748495	0.0463973862854011	0.266289718141381	16__vs_former	FALSE	5.693	4.199	2.631	1.389	2.885	1.766	1.261	0.337
hsa-miR-1200-3p:Novel	5.99289870268956	-0.564811170896668	0.509642990995539	-1.10824867775256	0.267754433449203	0.627172477085965	16__vs_former	FALSE	5.453	6.365	7.114	5.102	3.562	3.053	4.59	1.801
hsa-miR-1202	31.0588416116731	0.423115920860456	0.452400862853783	0.935267714105151	0.349650349520209	0.703054499488313	16__vs_former	FALSE	31.627	31.684	22.688	34.291	20.726	14.896	11.101	19.152
hsa-miR-1202-3p:Novel	41.4745153059645	-0.138500309814169	0.535310844540929	-0.258728757742512	0.795844529398435	0.932345432310566	16__vs_former	FALSE	56.849	23.826	26.752	23.307	12.717	10.979	13.514	16.485
hsa-miR-1203	176.106539493349	-0.360388922340435	0.49427827156774	-0.729121515290085	0.465927334763136	0.77624162621334	16__vs_former	FALSE	165.437	154.94	277.018	125.404	67.532	56.341	85.164	47.738
hsa-miR-1203-3p:Novel	1.97961232605467	-0.640688828338345	0.61244597913794	-1.04611484141044	0.295508013794088	0.658064829114851	16__vs_former	FALSE	1.39	2.391	3.489	1.319	0.667	0.911	0.867	0.87
hsa-miR-1204	16.8034979211672	-1.89319200975877	0.71852935792942	-2.63481511070663	0.00841831242997569	0.08995970688769	16__vs_former	FALSE	15.583	18.068	22.9	4.505	3.307	3.838	5.605	3.358
hsa-miR-1204-3p:Novel	1.54076167786051	-0.0755084129165502	0.59256629027266	-0.127426102625254	0.898603157727437	0.9683163425086	16__vs_former	FALSE	1.584	1.221	1.848	1.836	0.849	0.608	0.554	0.261
hsa-miR-1205	0.902461764620415	0.534344641728615	0.709195405748168	0.753451922273673	0.451178391747294	NA	16__vs_former	NA	0.779	1.069	0.503	1.729	0	0	0	0.562
hsa-miR-1205-3p:Novel	1.72475308401373	0.331292466156573	0.507524244646457	0.652761852564013	0.513909820165353	0.811588639906598	16__vs_former	FALSE	1.78	1.491	1.763	2.005	1.132	0.908	1.212	0.58
hsa-miR-1206	0.117029802821793	-0.142395824976006	2.7413912793063	-0.0519429043387192	0.958574187679823	NA	16__vs_former	NA	0.09	0.146	0.2	0	0	0	0	0
hsa-miR-1206-3p:Novel	1.15670070061876	-0.263005135143669	0.613075605627721	-0.428992986720425	0.66792832853929	0.880231656908848	16__vs_former	FALSE	1.135	1.087	1.084	1.603	0.499	0.457	0.37	0.364
hsa-miR-1207-3p	0.199026449818835	-0.210805164406596	1.23578612309657	-0.170583857891502	0.864550991413249	NA	16__vs_former	NA	0.224	0.158	0.238	0.071	0	0	0	0
hsa-miR-1207-5p	4.36727170145958	-0.329987487720965	0.406622815448746	-0.811532150149502	0.41706013768552	0.746441199473593	16__vs_former	FALSE	3.931	5.208	4.224	3.216	2.893	2.723	3.955	2.858
hsa-miR-1208	3.01027830705712	0.778603855947123	0.529793656332762	1.4696360491302	0.141660351396628	0.486291044982511	16__vs_former	FALSE	2.959	2.474	3.364	4.776	1.482	1.612	1.582	3.166
hsa-miR-1208-3p:Novel	8.62917422176665	0.0622613780899151	0.406561823815246	0.153141230786609	0.878286901872933	0.959428891096438	16__vs_former	FALSE	7.806	7.231	13.028	11.681	4.991	5.365	7.088	6.265
hsa-miR-12113	0.73485949866455	-0.24714356012652	0.616961494345254	-0.400581823001448	0.688728030589336	NA	16__vs_former	NA	0.716	0.646	0.626	1.416	0	0.381	0.297	0
hsa-miR-12113-3p:Novel	1.88406798844571	-0.187072055058623	0.543554024084054	-0.344164603277216	0.730722500554557	0.909485997278918	16__vs_former	FALSE	1.993	1.625	1.973	1.698	0.687	0.635	1.047	0.656
hsa-miR-12114	1.64032934215207	-0.169392825652133	0.679602504904926	-0.249252797671531	0.803165241188473	0.934935767172938	16__vs_former	FALSE	1.667	1.841	1.405	0.549	0.646	0.485	0.612	0
hsa-miR-12114-3p:Novel	15.9921674599526	-0.307448733330682	0.549137932079169	-0.559875243304732	0.575564536161497	0.84628199502387	16__vs_former	FALSE	13.35	18.951	23.283	4.82	1.845	1.447	2.892	0.706
hsa-miR-12115	2.19106204434106	0.415834985603813	0.597042457393007	0.696491481392398	0.486121090244835	0.791004751917073	16__vs_former	FALSE	2.003	1.845	2.608	4.179	0.969	1.238	1.396	1.459
hsa-miR-12115-3p:Novel	6.96890502571822	0.0853060458443415	0.448574373570643	0.190171465135886	0.849174770591514	0.950285472768561	16__vs_former	FALSE	7.334	5.051	11.017	3.673	2.571	2.273	2.443	2.836
hsa-miR-12116	3.18322388368228	-0.385080704877117	0.495695332677884	-0.776849567650361	0.437247528552539	0.756379101806952	16__vs_former	FALSE	3.553	2.321	3.888	2.297	2.07	1.896	2.424	1.636
