ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	modAct.x	inactive.x	modInact.x	modAct.y	inactive.y	modInact.y
hsa-miR-10398-5p	0.527335042693009	0.282295201540908	0.587167688237587	0.480774414525825	0.630676836311052	NA	inactive_vs_modAct	NA	0.614	1.07	0.394	0	0.617	0
hsa-miR-10399-3p	0.344565971020666	0.23216136668874	0.907673893749002	0.25577618601526	0.798123663187134	NA	inactive_vs_modAct	NA	0.277	0.332	0.42	0	0	0
hsa-miR-10399-5p	0.771491154453515	0.293814213509578	0.831971043939904	0.353154374361616	0.723972710815711	NA	inactive_vs_modAct	NA	1.112	1.055	0.266	0	0	0
hsa-miR-103a-1-5p	0.66402661670632	-0.324853749521029	0.872570728820149	-0.3722950344212	0.709673195304387	NA	inactive_vs_modAct	NA	0.656	0.761	0.696	0	0	0
hsa-miR-103a-2-5p	0.281624399372261	0.673443659124173	0.868759180111034	0.77517875441397	0.438234040431392	NA	inactive_vs_modAct	NA	0.247	0.489	0.292	0	0	0
hsa-miR-103a-3p	1.73011595115328	0.0932843887838561	0.393610145413033	0.236996911464181	0.812659186307831	NA	inactive_vs_modAct	NA	1.685	2.631	1.748	0.93	1.237	1.208
hsa-miR-103b-3p:Novel	14.631210832977	0.781170570507395	0.598214934620425	1.30583595510376	NA	NA	inactive_vs_modAct	NA	10.127	51.478	17.314	0.722	1.234	0.679
hsa-miR-103b-5p	0.231868247595571	-0.577112527050761	1.27755021278405	-0.451733733262125	0.651460813558933	NA	inactive_vs_modAct	NA	0.19	0.236	0.28	0	0	0
hsa-miR-10400-3p	4.26352110991887	-0.340161536214691	0.535041264849917	-0.635766918482651	0.524928352504731	0.880603797377501	inactive_vs_modAct	FALSE	5.133	1.902	3.163	1.155	1.234	1.293
hsa-miR-10400-5p	83.4247262004044	0.05160871105404	0.409906742963351	0.125903542549565	0.899808278444521	0.978480769810254	inactive_vs_modAct	FALSE	67.935	220.072	86.344	33.917	24.48	34.637
hsa-miR-10401-3p	0.940525561394434	0.162947771315961	0.569496132045562	0.286126212535759	0.774781455734402	NA	inactive_vs_modAct	NA	1.057	1.272	0.902	0.173	0.674	0
hsa-miR-10401-5p	76.9557116008058	-0.802748391678893	0.402095469881495	-1.99641242393374	0.0458890495926571	0.503940549139231	inactive_vs_modAct	FALSE	74.467	52.661	90.255	33.753	27.423	47.159
hsa-miR-105-3p	7.30947691366338	-0.0357822079928241	0.480678797669222	-0.0744409950393684	0.940659489949356	0.988245360986523	inactive_vs_modAct	FALSE	7.343	8.061	8.696	2.49	5.581	2.749
hsa-miR-105-5p	3.50365760881103	0.064015267990342	0.463858093058983	0.138006146595791	0.890235559752504	NA	inactive_vs_modAct	NA	3.654	3.115	3.585	1.792	1.6	1.279
hsa-miR-10522-3p:Novel	8.12248187340255	0.143274778135169	0.408255848136596	0.3509436026186	0.725630659131092	0.927505817276279	inactive_vs_modAct	FALSE	7.708	7.211	9.039	3.944	5.144	3.935
hsa-miR-10522-5p	0.702962016799389	-0.483454342132824	0.60796001541155	-0.795207464105278	0.426492830647395	NA	inactive_vs_modAct	NA	0.457	0.453	1.214	0	0	0
hsa-miR-10523-3p:Novel	14.2616660837073	-0.306807511809987	0.374023576017746	-0.82028923170188	0.412051243622914	0.835030523348152	inactive_vs_modAct	FALSE	14.546	11.342	14.613	8.963	9.766	8.841
hsa-miR-10523-5p	2.06608207645567	0.421438382176618	0.571546517491401	0.737364972542166	0.460900430519061	NA	inactive_vs_modAct	NA	1.724	2.556	2.385	0.808	1.016	0.289
hsa-miR-10524-3p:Novel	3.61812118324853	-0.0498295912022322	0.722072529278542	-0.0690091219119212	0.944982358575721	NA	inactive_vs_modAct	NA	3.698	1.823	4.577	0.505	0.735	0.412
hsa-miR-10524-5p	2.70000819017991	0.0807821121934733	0.960675549195887	0.0840888604493892	0.932985781348784	NA	inactive_vs_modAct	NA	3.043	1.029	3.151	0	0	0
hsa-miR-10525-3p	0.550307643360373	0.0892999658317971	0.599790476054973	0.148885268100877	0.881644165997475	NA	inactive_vs_modAct	NA	0.318	0.496	0.817	0	0	0
hsa-miR-10525-5p:Novel	0.390111727454738	-0.188373261294189	0.676587808521576	-0.278416576417194	0.780692596220421	NA	inactive_vs_modAct	NA	0.291	0.402	0.536	0	0	0
hsa-miR-10526-3p	3.78835721104225	-0.445660723251002	0.365513754898451	-1.21927209928069	0.222740934631274	NA	inactive_vs_modAct	NA	3.834	5.504	3.653	2.59	2.468	1.802
hsa-miR-10526-5p:Novel	3.55938410306008	-0.533351659755331	0.378032011144155	-1.41086374707021	0.15828479353209	NA	inactive_vs_modAct	NA	3.539	4.818	3.551	2.383	2.191	1.967
hsa-miR-10527-3p:Novel	10.0728742611189	0.822074424019171	0.378033177348566	2.17460919643351	0.0296594145886315	0.428084217229249	inactive_vs_modAct	FALSE	8.141	15.171	10.984	4.307	6.094	5.797
hsa-miR-10527-5p	9.28731079757103	0.903260549610437	0.414768156045414	2.17774806586535	0.0294247982861999	0.428084217229249	inactive_vs_modAct	FALSE	7.362	14.535	10.123	3.897	5.078	5.362
hsa-miR-106a-3p	0.408954644102689	0.54951198646906	1.16139583497098	0.473147888017688	0.636107673527236	NA	inactive_vs_modAct	NA	0.418	1.322	0.153	0	0	0
hsa-miR-106a-5p	1.16470431413242	0.864618874479873	0.693649623602479	1.24647782548985	0.212589025096856	NA	inactive_vs_modAct	NA	1.072	4.613	0.767	0	0	0
hsa-miR-106b-3p	5.74713660766505	0.828051254011703	0.697971387531121	1.18636847986091	0.235476813768291	0.746253306471214	inactive_vs_modAct	FALSE	5.492	16.787	4.857	0	0.463	0
hsa-miR-106b-5p	24.2773645959925	0.338058841118856	0.497827272359824	0.679068544228951	0.497094432224985	0.873402408150148	inactive_vs_modAct	FALSE	23.806	44.708	20.995	3.583	19.182	2.908
hsa-miR-107	13.2553026237537	0.43864434296489	0.48147391444766	0.911044876580897	0.362271728857233	0.801347065596325	inactive_vs_modAct	FALSE	8.361	8.515	22.914	2.869	5.518	3.606
hsa-miR-107-5p:Novel	1.79857368379147	0.893254305447421	0.650668040992658	1.37282646322182	0.169806301832899	NA	inactive_vs_modAct	NA	1.995	5.126	1.35	0.215	0.337	0
hsa-miR-10a-3p	1.94207483396416	0.509161077076046	0.537886719538417	0.946595367725344	0.343845005296407	NA	inactive_vs_modAct	NA	1.718	2.128	2.304	0.699	1.104	0.247
hsa-miR-10a-5p	52.682970487303	0.681895581586573	0.51101982163278	1.33438186293405	0.1820787409865	0.699209052586191	inactive_vs_modAct	FALSE	32.593	102.221	86.983	5.032	4.186	4.232
hsa-miR-10b-3p	2.28690372061984	0.697614326531291	0.439792207944281	1.58623621321566	0.112685735863977	NA	inactive_vs_modAct	NA	2.112	5.964	1.89	0.699	2.519	0.638
hsa-miR-10b-5p	32.6172639438891	0.126505551939577	0.557313836295672	0.226991586608415	0.820430284344131	0.949010631667877	inactive_vs_modAct	FALSE	22.531	145.749	33.459	3.774	4.883	3.29
hsa-miR-11181-3p	1.30184387130341	0.273207802804838	0.444443743352477	0.614718526002883	0.538740623003164	NA	inactive_vs_modAct	NA	1.482	2.358	1.059	0.865	0.8	0.399
hsa-miR-11181-5p	0.158639975883753	-0.208612701053962	1.58175374160347	-0.131886965440325	0.895073698635834	NA	inactive_vs_modAct	NA	0.166	0.142	0.18	0	0	0
hsa-miR-11399	4.0642681054355	-0.043175628978773	0.406518922132105	-0.106208165544487	0.91541719242561	NA	inactive_vs_modAct	NA	4.774	6.756	3.495	2.058	5.601	2.104
hsa-miR-11399-3p:Novel	172.629493024002	-0.435558699444482	0.327449846925954	-1.33015392596282	0.183467561053071	0.699209052586191	inactive_vs_modAct	FALSE	174.448	133.692	175.87	111.317	128.99	127.323
hsa-miR-11400	2.08098412987918	0.214293638902013	0.474702118881717	0.45142760139103	0.651681393915	NA	inactive_vs_modAct	NA	1.386	3.223	3.323	0.74	1.757	0.738
hsa-miR-11400-3p:Novel	5.02825343888247	0.223929561305244	0.444704974678098	0.50354633758558	0.614580210245996	0.891025217191854	inactive_vs_modAct	FALSE	4.861	5.865	5.534	2.797	3.263	1.797
hsa-miR-11401	1.46181614850871	0.978010060811255	0.431833573362723	2.26478467895725	0.0235258960697306	NA	inactive_vs_modAct	NA	1.21	3.72	1.677	0.565	1.104	0.786
hsa-miR-11401-3p:Novel	4.21279748870498	-0.180036139259637	0.351723551158973	-0.511868308694131	0.608743179221113	0.891025217191854	inactive_vs_modAct	FALSE	4.031	7.165	4.016	2.018	3.539	2.329
hsa-miR-1178-3p	0.228312951825132	0.0369301412515698	0.873955076514647	0.042256338161966	0.96629435127335	NA	inactive_vs_modAct	NA	0.176	0.366	0.264	0	0	0
hsa-miR-1178-5p	0.975057042022132	0.0929707308988201	0.680001140567865	0.136721433762862	0.891250986933072	NA	inactive_vs_modAct	NA	0.925	0.995	0.968	0	0.232	0
hsa-miR-1179	1.32785467572172	0.347374058017607	0.510067513332081	0.681035449108181	0.495849060099084	NA	inactive_vs_modAct	NA	1.27	1.873	1.31	0.441	0.698	0.421
hsa-miR-1179-3p:Novel	5.84756041788578	0.476104734894494	0.301415942446739	1.57956056016719	0.114207537357436	0.632128505463747	inactive_vs_modAct	FALSE	5.308	10.18	5.835	3.839	6.527	3.996
hsa-miR-1180-3p	3.36632796876433	1.13258141855676	0.475705974828548	2.38084337487029	0.0172730543823664	NA	inactive_vs_modAct	NA	2.15	6.828	4.412	0.93	3.526	1.476
hsa-miR-1180-5p	1.21197599798088	1.14108380529164	0.662757931720759	1.72172033057224	0.0851201926347878	NA	inactive_vs_modAct	NA	1.268	1.767	0.908	0	0.587	0
hsa-miR-1181	7.58309917956026	-0.0818077314936944	0.454625996217509	-0.179945124507475	0.85719564912788	0.960563232754789	inactive_vs_modAct	FALSE	6.846	10.216	9.456	4.08	6.186	3.155
hsa-miR-1181-3p:Novel	97.7071819391466	0.220452610778294	0.320488463186117	0.687864419788087	0.491538164342605	0.873402408150148	inactive_vs_modAct	FALSE	97.315	112.468	110.278	61.967	67.509	56.683
hsa-miR-1182	7.33265541940091	0.232509961313636	0.258356181140042	0.899958964742569	0.368142088850227	0.807798265906158	inactive_vs_modAct	FALSE	7.709	9.713	6.404	4.866	6.045	5.228
hsa-miR-1182-5p:Novel	7.56080351273207	0.978483506850601	0.413628943648381	2.36560695733709	0.01800054299052	0.378115451436167	inactive_vs_modAct	FALSE	5.575	25.234	6.092	3.189	3.202	3.542
hsa-miR-1183	3.65527672338151	-0.787861088249015	0.394223611337859	-1.99851319299543	0.0456610510725749	NA	inactive_vs_modAct	NA	3.714	3.049	3.658	2.22	2.387	1.974
hsa-miR-1183-5p:Novel	6.44956552359154	-0.218450935557308	0.302425931723804	-0.722328718017516	0.470092400634987	0.87291536652792	inactive_vs_modAct	FALSE	5.966	7.157	7.021	4.541	5.731	4.524
hsa-miR-1184	24.2025437464199	0.197116168286805	0.308398280212224	0.639161048988857	0.522718168404719	0.880603797377501	inactive_vs_modAct	FALSE	26.241	36.252	23.763	11.067	27.705	12.548
hsa-miR-1184-5p:Novel	4.20884518572322	0.814397939161883	0.363205181388064	2.24225308694521	0.0249450198836402	0.424833791632214	inactive_vs_modAct	FALSE	3.139	21.595	3.224	2.181	2.94	1.729
hsa-miR-1185-3p	0.656307717142544	0.159658810063186	0.60681685752679	0.263108725611066	0.792466778761348	NA	inactive_vs_modAct	NA	0.692	0.944	0.63	0	0	0
hsa-miR-1185-5p	0.740002374021685	0.729837860951961	0.563455974221236	1.29528817572781	0.195220836649832	NA	inactive_vs_modAct	NA	0.787	1.016	0.714	0	0	0
hsa-miR-1193	3.48377024217038	0.0160293431647248	0.281392604545988	0.0569643370357488	0.9545736039127	NA	inactive_vs_modAct	NA	3.103	4.656	3.893	2.013	2.918	2.519
hsa-miR-1193-3p:Novel	16.8802748822954	0.525683215231818	0.452274456765185	1.16231020206553	0.2451094840313	0.754217592703191	inactive_vs_modAct	FALSE	14.486	18.576	19.776	6.93	17.05	7.483
hsa-miR-1197	3.35673225308258	-0.544683088457367	0.409043484802764	-1.33160191689645	0.182991034710286	NA	inactive_vs_modAct	NA	2.998	3.582	3.921	1.399	0.8	1.046
hsa-miR-1197-5p:Novel	2.85620967578782	-0.70710752444971	0.587121008537389	-1.20436420119121	0.228448842259995	NA	inactive_vs_modAct	NA	2.099	1.959	3.941	0.912	1.016	0.742
hsa-miR-1199-3p	3.42234119568543	0.00390261592813464	0.364239966684878	0.0107144088652715	0.991451302151613	NA	inactive_vs_modAct	NA	3.293	4.333	3.982	2.267	2.642	2.104
hsa-miR-1199-5p	3.39509463768814	-0.506388371527408	0.456291334527048	-1.1097917782118	0.26708876302213	NA	inactive_vs_modAct	NA	3.738	1.997	3.551	1.747	0.729	1.967
hsa-miR-1200	4.58423820010247	-0.035203161994492	0.48052606522076	-0.073259630522476	0.941599515517267	0.988245360986523	inactive_vs_modAct	FALSE	4.667	4.129	4.824	1.892	2.519	1.974
hsa-miR-1200-3p:Novel	6.00667007216142	0.456083469594291	0.412617663789776	1.10534160221183	0.269011597703419	0.754931539305051	inactive_vs_modAct	FALSE	5.62	6.266	6.281	3.436	2.519	3.562
hsa-miR-1202	31.3007254176913	0.133628261816369	0.392067232149963	0.340829967053348	0.733231589301818	0.930728114618761	inactive_vs_modAct	FALSE	27.285	33.968	34.2	17.927	15.319	19.19
hsa-miR-1202-3p:Novel	35.2023174017225	0.212859663114628	0.436766356629051	0.48735361568934	0.626007758341443	0.891278108078257	inactive_vs_modAct	FALSE	22.942	29.444	65.75	12.468	13.054	12.586
hsa-miR-1203	169.624044863552	-0.0613001082734	0.425579003487102	-0.144039315311893	0.885469424198406	0.971473633474434	inactive_vs_modAct	FALSE	170.512	291.951	151.869	67.532	124.334	46.468
hsa-miR-1203-3p:Novel	2.21811000035487	-0.145651267386555	0.51580543809966	-0.282376370290252	0.777654931834849	NA	inactive_vs_modAct	NA	1.816	1.719	2.177	0.693	0.843	0.84
hsa-miR-1204	15.6218964454091	0.31573780104964	0.569975188079377	0.553950080026412	0.579613010185972	0.885743154722515	inactive_vs_modAct	FALSE	18.395	15.71	13.54	3.021	4.594	4.407
hsa-miR-1204-3p:Novel	1.55461312926189	-0.151675343201808	0.468847504964289	-0.323506772662383	0.746311479220249	NA	inactive_vs_modAct	NA	1.757	2.014	1.133	0.69	0.44	0.554
hsa-miR-1205	0.90444740341291	1.2443976861683	0.540620770417191	2.30179407500015	0.0213467878547605	NA	inactive_vs_modAct	NA	0.717	2.849	0.681	0	0.8	0
hsa-miR-1205-3p:Novel	1.70323504428223	0.199139798287672	0.412388588842603	0.482893570955908	0.629171306899892	NA	inactive_vs_modAct	NA	1.545	1.866	1.858	0.93	0.881	1.049
hsa-miR-1206	0.112513935063918	-0.351990079928492	2.30998123676308	-0.152377895684438	0.878888890171002	NA	inactive_vs_modAct	NA	0.071	0.021	0.195	0	0	0
hsa-miR-1206-3p:Novel	1.12691784111445	-0.61188094561288	0.493626836804146	-1.23956174987231	0.215137535770311	NA	inactive_vs_modAct	NA	0.967	1.537	1.279	0.147	0.596	0.577
hsa-miR-1207-3p	0.193628339031377	-0.404991056447135	1.02047001230978	-0.396867180379422	0.691465407211481	NA	inactive_vs_modAct	NA	0.223	0.198	0.17	0	0	0
hsa-miR-1207-5p	4.13026402794652	-0.0904139482212756	0.301169563698399	-0.300209447166511	0.764017399447807	NA	inactive_vs_modAct	NA	4.658	4.741	3.853	3.179	3.816	2.664
hsa-miR-1208	2.82284485065825	-0.327818345348025	0.428109209212181	-0.765735327093957	0.443833802389097	NA	inactive_vs_modAct	NA	2.871	2.748	3.164	1.511	1.194	1.635
hsa-miR-1208-3p:Novel	8.48078386207469	0.416976887540238	0.330409293463743	1.26200108710318	0.206948395201227	0.726319630902563	inactive_vs_modAct	FALSE	7.273	16.212	8.375	4.899	8.125	6.288
hsa-miR-12113	0.696723453542524	0.0719926141276029	0.483250178057066	0.148975866738535	0.881572675991302	NA	inactive_vs_modAct	NA	0.55	0.722	0.919	0	0.463	0.28
hsa-miR-12113-3p:Novel	1.81315752728432	-0.282409919531647	0.409652786004952	-0.689388499675023	0.490578818584588	NA	inactive_vs_modAct	NA	1.953	2.575	1.575	0.735	1.192	0.577
hsa-miR-12114	1.65250646660172	1.09150007446371	0.495442213856862	2.20308250677052	0.0275889339160708	NA	inactive_vs_modAct	NA	1.503	4.478	1.143	0.519	0.169	0.658
hsa-miR-12114-3p:Novel	14.985972478417	-0.705817062656641	0.434911541870054	-1.62289797971728	0.104611215522029	0.62334848148218	inactive_vs_modAct	FALSE	16.529	23.9	12.827	1.425	2.205	1.623
hsa-miR-12115	2.15508167840593	0.429147648591098	0.482659223331012	0.889131768019244	0.373932267517897	NA	inactive_vs_modAct	NA	2.145	3.222	2.04	1.17	1.632	1.059
hsa-miR-12115-3p:Novel	6.42480617191225	0.415655653856019	0.336883206677136	1.23382717101235	0.217267312373519	0.726834721219832	inactive_vs_modAct	FALSE	6.397	12.526	5.817	2.597	6.614	2.091
hsa-miR-12116	3.02831156620386	-0.101077264077459	0.367274539957956	-0.275209014186035	0.783155661957885	NA	inactive_vs_modAct	NA	3.589	3.249	2.63	2.335	2.401	1.597
hsa-miR-12116-3p:Novel	2.18795411052031	0.166153807331899	0.350829935864357	0.473602136951448	0.635783651321559	NA	inactive_vs_modAct	NA	2.311	3.574	1.976	1.64	2.093	1.623
hsa-miR-12117	2.73667055509355	1.2537327737482	0.49428708621825	2.53644654838225	0.0111983836643108	NA	inactive_vs_modAct	NA	2.341	5.765	2.106	0.791	1.632	1.242
hsa-miR-12117-3p:Novel	20.2723778250658	0.528102422890183	0.449389061883418	1.1751563793673	0.239932158108178	0.749211234092603	inactive_vs_modAct	FALSE	21.558	47.37	13.659	6.757	13.13	6.539
hsa-miR-12118	20.387182686603	-1.35604278927008	0.629028429660483	-2.15577345208706	0.0311013594340794	0.433074106948225	inactive_vs_modAct	FALSE	18.196	7.446	27.797	3.45	2.297	2.772
hsa-miR-12118-3p:Novel	68.287145177136	0.240612617535129	0.29079153276956	0.827440246431814	0.407987576998008	0.831916153409451	inactive_vs_modAct	FALSE	61.503	78.301	61.134	52.353	53.386	47.005
hsa-miR-12119	11.434827099004	0.361359017498529	0.388298524092228	0.93062166111324	0.352049305599856	0.797133235932425	inactive_vs_modAct	FALSE	10.824	17.402	12.016	5.512	9.101	5.889
hsa-miR-12119-3p:Novel	10.3555063848752	-0.0769904308213283	0.309452838722606	-0.248795361319476	0.803519079441704	0.945433912953449	inactive_vs_modAct	FALSE	9.49	17.339	10.044	2.084	5.362	1.954
hsa-miR-12120	2.44533522859963	-0.297257767500316	0.451063931759532	-0.659014712927188	0.509886320785304	NA	inactive_vs_modAct	NA	2.479	3.305	2.258	0.645	1.49	0.519
hsa-miR-12120-3p:Novel	30.8258624395085	1.05099509770066	0.425279983211613	2.47130158763597	0.0134622232622294	0.337354901580791	inactive_vs_modAct	FALSE	27.051	67.892	22.329	11.165	12.24	9.837
hsa-miR-12121	143.524860362219	1.72900126662661	0.4524352377079	3.8215442178774	0.000132618628481366	0.0861357991986473	inactive_vs_modAct	FALSE	126.028	230.768	154.243	43.697	44.757	43.565
