ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	modAct.x	inactive.x	modInact.x	modAct.y	inactive.y	modInact.y
hsa-let-7f-5p	1.9797530512382	-0.86268148273146	0.445616752462404	-1.93592695508961	0.0528766478563157	NA	modInact_vs_inactive	NA	1.573	3.883	2.027	0.612	2.297	0.67
hsa-let-7g-3p	2.99149285186497	-1.09001990822587	0.442946280845352	-2.46083996042498	0.0138612181400748	0.260039297830384	modInact_vs_inactive	FALSE	2.801	10.098	1.959	0.099	1.194	0
hsa-let-7g-5p	297.425285916557	-1.77281752588077	0.563819089065051	-3.14430206472883	NA	NA	modInact_vs_inactive	NA	162.258	1282.181	395.086	8.124	7.465	5.362
hsa-let-7i-3p	0.303572907198458	-0.853703509479134	0.768977802804337	-1.1101796519559	0.266921619243844	NA	modInact_vs_inactive	NA	0.275	0.898	0.237	0	0.232	0
hsa-let-7i-5p	321.903004256757	-0.854403663700982	0.544645122803585	-1.56873462724297	NA	NA	modInact_vs_inactive	NA	162.693	1548.743	418.315	9.362	7.465	6.789
hsa-miR-1-2-5p:Novel	8.28538390434202	-0.0914113994615333	0.418876830567078	-0.218229782100337	0.827250081484291	0.957162535448609	modInact_vs_inactive	FALSE	8.58	10.598	7.623	3.515	5.243	3.657
hsa-miR-1-3p	1.72289075496781	-0.110537500307255	0.382228262844795	-0.289192378095124	0.772434164187055	NA	modInact_vs_inactive	NA	1.519	3.427	1.703	0.832	1.237	1.2
hsa-miR-1-5p	11.5468873825794	0.575044613363131	0.378918747313847	1.51759346149965	0.129116916197669	0.582936894235872	modInact_vs_inactive	FALSE	11.512	16.441	11.64	6.132	8.371	6.358
hsa-miR-100-3p	0.220183097558238	0.40221113773763	0.947720979294891	0.424398263333663	0.671275387054326	NA	modInact_vs_inactive	NA	0.196	0.405	0.251	0	0	0
hsa-miR-100-5p	7.89020722981337	-0.017130237775989	0.834211530211832	-0.0205346451776316	0.983616875042523	0.998801355103214	modInact_vs_inactive	FALSE	4.164	9.549	12.413	0.456	0.698	0.473
hsa-miR-101-2-5p	1.12395344785424	0.494163817174771	0.543289328232926	0.90957762557579	0.363045302760581	NA	modInact_vs_inactive	NA	1.299	1.212	0.977	0.215	0.574	0.489
hsa-miR-101-3p	3.02271617271758	0.093606890120505	0.354282121628393	0.264215675604115	0.791613732755571	0.946907334712423	modInact_vs_inactive	FALSE	3.051	3.241	2.852	2.025	2.871	1.868
hsa-miR-101-5p	14.3529086078657	-1.87196365267526	0.531331316210602	-3.52315701251322	0.000426438648880284	0.0688504582192168	modInact_vs_inactive	FALSE	14.205	61.733	7.245	1.514	1.632	1.109
hsa-miR-10226	2.54608336563343	-0.609574574088848	0.438244036414235	-1.39094779036005	0.164241259360084	0.640516005863015	modInact_vs_inactive	FALSE	2.179	5.028	2.522	1.479	3.702	1.104
hsa-miR-10226-3p:Novel	10.1409712901337	-1.19313650378111	0.382563901077927	-3.11879009080387	0.00181595282695105	0.153577724793574	modInact_vs_inactive	FALSE	8.513	27.197	9.309	5.739	8.06	5.498
hsa-miR-10392-3p	1.19986631529114	0.594980766207536	0.582960584891947	1.02061920072661	0.307434888927745	NA	modInact_vs_inactive	NA	1.407	0.881	1.215	0.371	0	0.526
hsa-miR-10392-5p	127.356110112059	0.474556487536157	0.286991484143882	1.653555989481	0.0982177611256499	0.553636933519356	modInact_vs_inactive	FALSE	121.89	76.164	157.889	91.465	44.935	82.311
hsa-miR-10393-3p	0.28961892812367	0.475010928128939	1.16486581415412	0.407781670950551	0.683433971286589	NA	modInact_vs_inactive	NA	0.166	0.506	0.396	0	0	0
hsa-miR-10393-5p	0.14051773501198	0.228080069477392	2.84922244784934	0.080049934202067	0.936197541612241	NA	modInact_vs_inactive	NA	0.059	0.058	0.225	0	0	0
hsa-miR-10394-3p	2.40024862482343	0.220301575969402	0.56803417501132	0.387831552503001	0.698140694027107	0.921564223767867	modInact_vs_inactive	FALSE	2.309	3.117	2.309	0.848	1.18	0.663
hsa-miR-10394-5p	0.698400524036964	-0.312961329072778	0.812263055015535	-0.385295535898519	0.700018468560166	NA	modInact_vs_inactive	NA	0.647	1.596	0.665	0	0	0
hsa-miR-10395-3p	1.08871208953527	-0.381478610340315	0.724372934725671	-0.526632887636513	0.598448549026336	NA	modInact_vs_inactive	NA	0.724	1.7	1.67	0	0.506	0
hsa-miR-10395-5p	2.44833895221124	-0.497341936316698	0.373680069318601	-1.33092979035139	0.183212113888383	0.676475497434028	modInact_vs_inactive	FALSE	2.455	3.335	2.506	1.374	2.188	1.104
hsa-miR-10396a-3p	1.1286707917294	0.548160275671201	0.489084202171153	1.12078916725953	0.262377616307075	NA	modInact_vs_inactive	NA	1.291	0.998	0.994	0.612	0.574	0.235
hsa-miR-10396a-5p	4.25688779363776	0.0486969224335391	0.421884493067259	0.115427144713223	0.908106564383938	0.979828224997493	modInact_vs_inactive	FALSE	4.138	4.124	5.075	2.319	2.387	2.207
hsa-miR-10396b-3p	1.19927988788162	0.952689410586097	0.492885712600476	1.93288096252514	0.0532508635909889	NA	modInact_vs_inactive	NA	1.374	0.573	1.194	0.915	0.298	0.265
hsa-miR-10396b-5p	3.24431223618012	-0.0253159879727383	0.507210061290485	-0.0499122353928219	0.960192327023825	0.992589573171021	modInact_vs_inactive	FALSE	3.084	2.828	4.081	1.258	1.234	1.276
hsa-miR-10397-3p	20.4469668349052	0.123910594853851	0.330113089021677	0.375358018129704	0.707394222802707	0.922034124767826	modInact_vs_inactive	FALSE	17.714	18.987	27.089	12.851	13.097	11.906
hsa-miR-10397-5p	2.63906781168098	-0.0522113467919688	0.560745716323852	-0.0931105584439538	0.925815729452766	0.983402353772795	modInact_vs_inactive	FALSE	2.396	1.929	2.918	0.666	1.47	0.998
hsa-miR-10398-3p	1.34743516270333	-0.10763344849869	0.399674902823749	-0.269302494948388	0.787696912391165	NA	modInact_vs_inactive	NA	1.159	2.387	1.583	0.687	1.6	0.786
hsa-miR-10398-5p	0.527335042693009	-0.469528639997119	0.593582023664628	-0.791008860238667	0.428938821148289	NA	modInact_vs_inactive	NA	0.614	1.07	0.394	0	0.617	0
hsa-miR-10399-3p	0.344565971020666	-0.311023985917741	0.914116927440524	-0.340245297490104	0.733671808391357	NA	modInact_vs_inactive	NA	0.277	0.332	0.42	0	0	0
hsa-miR-10399-5p	0.771491154453515	-1.01800607990563	0.840177494295673	-1.21165597366903	0.225644098639479	NA	modInact_vs_inactive	NA	1.112	1.055	0.266	0	0	0
hsa-miR-103a-1-5p	0.66402661670632	0.354843103788231	0.879203367335785	0.403596160992306	0.68650970918558	NA	modInact_vs_inactive	NA	0.656	0.761	0.696	0	0	0
hsa-miR-103a-2-5p	0.281624399372261	-0.440976129298855	0.874681834903998	-0.504156039032473	0.614151729830649	NA	modInact_vs_inactive	NA	0.247	0.489	0.292	0	0	0
hsa-miR-103a-3p	1.73011595115328	-0.0443975271818812	0.397119725039514	-0.111798846500167	0.910982902150249	NA	modInact_vs_inactive	NA	1.685	2.631	1.748	0.93	1.237	1.208
hsa-miR-103b-3p:Novel	14.631210832977	-1.32826966347142	0.603644127678795	-2.2004184296119	NA	NA	modInact_vs_inactive	NA	10.127	51.478	17.314	0.722	1.234	0.679
hsa-miR-103b-5p	0.231868247595571	0.525821516705215	1.2876097129268	0.408370262686196	0.683001862043853	NA	modInact_vs_inactive	NA	0.19	0.236	0.28	0	0	0
hsa-miR-10400-3p	4.26352110991887	0.591953306650879	0.537558117900582	1.10118940992415	0.270814229798368	0.750228349086818	modInact_vs_inactive	FALSE	5.133	1.902	3.163	1.155	1.234	1.293
hsa-miR-10400-5p	83.4247262004044	0.215407291978114	0.412881719745501	0.521716708869772	0.601867589207018	0.899342187631716	modInact_vs_inactive	FALSE	67.935	220.072	86.344	33.917	24.48	34.637
hsa-miR-10401-3p	0.940525561394434	-0.582649357278958	0.577348996184616	-1.00918051495606	0.3128880696077	NA	modInact_vs_inactive	NA	1.057	1.272	0.902	0.173	0.674	0
hsa-miR-10401-5p	76.9557116008058	0.985368071615138	0.405136433493778	2.43218824611159	0.0150079050192064	0.261314110922652	modInact_vs_inactive	FALSE	74.467	52.661	90.255	33.753	27.423	47.159
hsa-miR-105-3p	7.30947691366338	-0.00841982352506485	0.485286960970236	-0.0173501952499013	0.986157241599261	0.999095984643632	modInact_vs_inactive	FALSE	7.343	8.061	8.696	2.49	5.581	2.749
hsa-miR-105-5p	3.50365760881103	-0.0900322083343528	0.466357754712066	-0.193053953589642	0.846916713913955	0.963036598247809	modInact_vs_inactive	FALSE	3.654	3.115	3.585	1.792	1.6	1.279
hsa-miR-10522-3p:Novel	8.12248187340255	-0.101322894450009	0.411377215893304	-0.246301667995847	0.805448718838853	0.949308484905393	modInact_vs_inactive	FALSE	7.708	7.211	9.039	3.944	5.144	3.935
hsa-miR-10522-5p	0.702962016799389	0.520940984461898	0.611716995471379	0.851604562761035	0.394433606308502	NA	modInact_vs_inactive	NA	0.457	0.453	1.214	0	0	0
hsa-miR-10523-3p:Novel	14.2616660837073	0.341205696195562	0.377111816381621	0.904786541746218	0.365578482852183	0.807142408027723	modInact_vs_inactive	FALSE	14.546	11.342	14.613	8.963	9.766	8.841
hsa-miR-10523-5p	2.06608207645567	-0.0535202538264008	0.573036731819879	-0.0933975971425575	0.925587699377926	NA	modInact_vs_inactive	NA	1.724	2.556	2.385	0.808	1.016	0.289
hsa-miR-10524-3p:Novel	3.61812118324853	0.22069738575882	0.727859092838519	0.303214437973345	0.761726446727985	0.934560566326868	modInact_vs_inactive	FALSE	3.698	1.823	4.577	0.505	0.735	0.412
hsa-miR-10524-5p	2.70000819017991	-0.135137274376886	0.968173609989738	-0.139579588807753	0.888992168500631	0.970362772919599	modInact_vs_inactive	FALSE	3.043	1.029	3.151	0	0	0
hsa-miR-10525-3p	0.550307643360373	0.241754076335593	0.600016377046183	0.402912463032629	0.687012622516865	NA	modInact_vs_inactive	NA	0.318	0.496	0.817	0	0	0
hsa-miR-10525-5p:Novel	0.390111727454738	0.370117675939551	0.679054473938767	0.545048578787401	0.58572010712331	NA	modInact_vs_inactive	NA	0.291	0.402	0.536	0	0	0
hsa-miR-10526-3p	3.78835721104225	0.309075459849042	0.36894639937113	0.837724559382776	0.402185416857399	0.824763479817753	modInact_vs_inactive	FALSE	3.834	5.504	3.653	2.59	2.468	1.802
hsa-miR-10526-5p:Novel	3.55938410306008	0.465900777891609	0.381268040285353	1.22197700479409	0.22171632301531	0.708796201058363	modInact_vs_inactive	FALSE	3.539	4.818	3.551	2.383	2.191	1.967
hsa-miR-10527-3p:Novel	10.0728742611189	-0.77284687087006	0.381411616365378	-2.0262803693155	0.0427360617543022	0.430573510369674	modInact_vs_inactive	FALSE	8.141	15.171	10.984	4.307	6.094	5.797
hsa-miR-10527-5p	9.28731079757103	-0.877252350207802	0.418494926931649	-2.09620784806091	0.0360637570668778	0.41322085516629	modInact_vs_inactive	FALSE	7.362	14.535	10.123	3.897	5.078	5.362
hsa-miR-106a-3p	0.408954644102689	-0.704735984701895	1.17190242423508	-0.601360633895683	0.547599812444068	NA	modInact_vs_inactive	NA	0.418	1.322	0.153	0	0	0
hsa-miR-106a-5p	1.16470431413242	-0.923583179640286	0.698280678636716	-1.32265320793844	0.185950731050565	NA	modInact_vs_inactive	NA	1.072	4.613	0.767	0	0	0
hsa-miR-106b-3p	5.74713660766505	-1.41568157758051	0.704245880592378	-2.01020924167807	0.0444090476993482	0.433081279860044	modInact_vs_inactive	FALSE	5.492	16.787	4.857	0	0.463	0
hsa-miR-106b-5p	24.2773645959925	-0.723264947500952	0.502472411408804	-1.43941225643235	0.150033753815661	0.621694050739046	modInact_vs_inactive	FALSE	23.806	44.708	20.995	3.583	19.182	2.908
hsa-miR-107	13.2553026237537	-0.677916922067551	0.485340071599407	-1.39678745221576	0.162477496689618	0.63559478881225	modInact_vs_inactive	FALSE	8.361	8.515	22.914	2.869	5.518	3.606
hsa-miR-107-5p:Novel	1.79857368379147	-1.97192785607761	0.660249402681133	-2.98664087853776	0.00282060845938422	NA	modInact_vs_inactive	NA	1.995	5.126	1.35	0.215	0.337	0
hsa-miR-10a-3p	1.94207483396416	-0.816104296551103	0.543954869036435	-1.50031618982794	0.133532517666409	NA	modInact_vs_inactive	NA	1.718	2.128	2.304	0.699	1.104	0.247
hsa-miR-10a-5p	52.682970487303	-0.938384283089741	0.515037243122321	-1.82197364485907	0.0684589846892855	0.50843616556416	modInact_vs_inactive	FALSE	32.593	102.221	86.983	5.032	4.186	4.232
hsa-miR-10b-3p	2.28690372061984	-0.645507476063589	0.445130807065193	-1.45015232785056	0.147016045593344	NA	modInact_vs_inactive	NA	2.112	5.964	1.89	0.699	2.519	0.638
hsa-miR-10b-5p	32.6172639438891	0.103862198040673	0.560701291067518	0.185236238430858	0.853043746737601	0.964617549010451	modInact_vs_inactive	FALSE	22.531	145.749	33.459	3.774	4.883	3.29
hsa-miR-11181-3p	1.30184387130341	-0.596445842117374	0.451420517102324	-1.32126436331687	0.186413232025524	NA	modInact_vs_inactive	NA	1.482	2.358	1.059	0.865	0.8	0.399
hsa-miR-11181-5p	0.158639975883753	0.365536461014625	1.59373817804643	0.229357912140056	0.818590745500966	NA	modInact_vs_inactive	NA	0.166	0.142	0.18	0	0	0
hsa-miR-11399	4.0642681054355	-0.168193461946002	0.411579839110044	-0.408653306026082	0.682794105332952	0.919843915508785	modInact_vs_inactive	FALSE	4.774	6.756	3.495	2.058	5.601	2.104
hsa-miR-11399-3p:Novel	172.629493024002	0.419949809447529	0.329966917450333	1.27270276878815	0.203123534757657	0.695651275679731	modInact_vs_inactive	FALSE	174.448	133.692	175.87	111.317	128.99	127.323
hsa-miR-11400	2.08098412987918	0.663567938233796	0.474868321837309	1.39737250879652	0.162301581678547	NA	modInact_vs_inactive	NA	1.386	3.223	3.323	0.74	1.757	0.738
hsa-miR-11400-3p:Novel	5.02825343888247	-0.177226737739884	0.448352044296849	-0.395284776760255	0.692632732948786	0.921564223767867	modInact_vs_inactive	FALSE	4.861	5.865	5.534	2.797	3.263	1.797
hsa-miR-11401	1.46181614850871	-0.671756225210762	0.432841919175696	-1.55196665445448	0.120670202557318	NA	modInact_vs_inactive	NA	1.21	3.72	1.677	0.565	1.104	0.786
hsa-miR-11401-3p:Novel	4.21279748870498	0.0466454283535025	0.356511126068944	0.130838632914031	0.895902961027125	0.971409920075042	modInact_vs_inactive	FALSE	4.031	7.165	4.016	2.018	3.539	2.329
hsa-miR-1178-3p	0.228312951825132	0.113191995067477	0.879148255408723	0.12875188498765	0.897553978754756	NA	modInact_vs_inactive	NA	0.176	0.366	0.264	0	0	0
hsa-miR-1178-5p	0.975057042022132	0.0819315151392328	0.684075801578648	0.119769643875955	0.904665629484151	NA	modInact_vs_inactive	NA	0.925	0.995	0.968	0	0.232	0
hsa-miR-1179	1.32785467572172	-0.400923869458319	0.515239770338709	-0.778130673404266	0.436491981521905	NA	modInact_vs_inactive	NA	1.27	1.873	1.31	0.441	0.698	0.421
hsa-miR-1179-3p:Novel	5.84756041788578	-0.448349809882089	0.30472617289986	-1.47132031887995	0.141204510833627	0.602725401026434	modInact_vs_inactive	FALSE	5.308	10.18	5.835	3.839	6.527	3.996
hsa-miR-1180-3p	3.36632796876433	-0.257492380016155	0.476893042515132	-0.539937380210331	0.589240218022965	0.894141339364978	modInact_vs_inactive	FALSE	2.15	6.828	4.412	0.93	3.526	1.476
hsa-miR-1180-5p	1.21197599798088	-1.36433641031685	0.669955019835739	-2.03645971732753	0.0417042141537378	NA	modInact_vs_inactive	NA	1.268	1.767	0.908	0	0.587	0
hsa-miR-1181	7.58309917956026	-0.0411491346592345	0.458533643923881	-0.0897407097701765	0.928493264718232	0.98507320552743	modInact_vs_inactive	FALSE	6.846	10.216	9.456	4.08	6.186	3.155
hsa-miR-1181-3p:Novel	97.7071819391466	-0.270032495393293	0.322963458754815	-0.836108507242282	0.403093862883902	0.824763479817753	modInact_vs_inactive	FALSE	97.315	112.468	110.278	61.967	67.509	56.683
hsa-miR-1182	7.33265541940091	-0.413316107864909	0.261106858418878	-1.58293853469697	0.113435474589472	0.569419814959807	modInact_vs_inactive	FALSE	7.709	9.713	6.404	4.866	6.045	5.228
hsa-miR-1182-5p:Novel	7.56080351273207	-0.894807829157236	0.417320105479615	-2.1441761789283	0.0320187730009033	0.4004601468282	modInact_vs_inactive	FALSE	5.575	25.234	6.092	3.189	3.202	3.542
hsa-miR-1183	3.65527672338151	0.280338886256041	0.398507195676366	0.703472582923468	0.481761287101222	0.853900245400968	modInact_vs_inactive	FALSE	3.714	3.049	3.658	2.22	2.387	1.974
hsa-miR-1183-5p:Novel	6.44956552359154	0.279473580274587	0.304834318908943	0.916804844267119	0.359244913713536	0.805918290437645	modInact_vs_inactive	FALSE	5.966	7.157	7.021	4.541	5.731	4.524
hsa-miR-1184	24.2025437464199	-0.232044927247707	0.311297479122734	-0.745412162994802	0.456022593214017	0.847616220959802	modInact_vs_inactive	FALSE	26.241	36.252	23.763	11.067	27.705	12.548
hsa-miR-1184-5p:Novel	4.20884518572322	-1.2333874829481	0.367701874551987	-3.35431382951441	0.000795620711971403	0.0966545659104417	modInact_vs_inactive	FALSE	3.139	21.595	3.224	2.181	2.94	1.729
hsa-miR-1185-3p	0.656307717142544	-0.239140650603907	0.613364590464633	-0.389883365165821	0.696622795143692	NA	modInact_vs_inactive	NA	0.692	0.944	0.63	0	0	0
hsa-miR-1185-5p	0.740002374021685	-0.770849826845708	0.56892429488854	-1.35492513462925	0.175441410704411	NA	modInact_vs_inactive	NA	0.787	1.016	0.714	0	0	0
hsa-miR-1193	3.48377024217038	0.232335011532879	0.283719874461775	0.818888743601855	0.412849892713786	0.828661878210909	modInact_vs_inactive	FALSE	3.103	4.656	3.893	2.013	2.918	2.519
hsa-miR-1193-3p:Novel	16.8802748822954	-0.456003639974883	0.455881122913929	-1.00026874782656	0.317180467126732	0.791169255080163	modInact_vs_inactive	FALSE	14.486	18.576	19.776	6.93	17.05	7.483
hsa-miR-1197	3.35673225308258	0.676934135992793	0.413297996793771	1.6378839027632	0.101445914535423	0.557795492925423	modInact_vs_inactive	FALSE	2.998	3.582	3.921	1.399	0.8	1.046
hsa-miR-1197-5p:Novel	2.85620967578782	0.529571668831381	0.590284071337153	0.897147144139867	0.369640405078226	0.807142408027723	modInact_vs_inactive	FALSE	2.099	1.959	3.941	0.912	1.016	0.742
hsa-miR-1199-3p	3.42234119568543	0.191667935580754	0.367318958230759	0.521802458832914	0.601807877519523	0.899342187631716	modInact_vs_inactive	FALSE	3.293	4.333	3.982	2.267	2.642	2.104
hsa-miR-1199-5p	3.39509463768814	0.3796832863439	0.459998985162475	0.825400269545796	0.409144381944452	0.827797954702411	modInact_vs_inactive	FALSE	3.738	1.997	3.551	1.747	0.729	1.967
hsa-miR-1200	4.58423820010247	-0.232481390197009	0.484869191262507	-0.479472390464058	0.631602605229515	0.908419582946603	modInact_vs_inactive	FALSE	4.667	4.129	4.824	1.892	2.519	1.974
hsa-miR-1200-3p:Novel	6.00667007216142	-0.328946779043129	0.416469093438146	-0.789846795899117	0.429617246094612	0.837904127796984	modInact_vs_inactive	FALSE	5.62	6.266	6.281	3.436	2.519	3.562
hsa-miR-1202	31.3007254176913	0.0110436861177962	0.395168911363245	0.0279467483403438	0.977704623204324	0.996447333146851	modInact_vs_inactive	FALSE	27.285	33.968	34.2	17.927	15.319	19.19
hsa-miR-1202-3p:Novel	35.2023174017225	0.0796065000577839	0.439979991658803	0.18093209138364	0.856420879259505	0.964617549010451	modInact_vs_inactive	FALSE	22.942	29.444	65.75	12.468	13.054	12.586
hsa-miR-1203	169.624044863552	-0.0593386999696319	0.428819520521614	-0.138376862829035	0.88994258187706	0.970362772919599	modInact_vs_inactive	FALSE	170.512	291.951	151.869	67.532	124.334	46.468
hsa-miR-1203-3p:Novel	2.21811000035487	0.0521177742784634	0.519717548196891	0.10028095926197	0.920121273592763	NA	modInact_vs_inactive	NA	1.816	1.719	2.177	0.693	0.843	0.84
hsa-miR-1204	15.6218964454091	-0.34167098462741	0.575529056417012	-0.593664178754939	0.552736746293161	0.888826849366157	modInact_vs_inactive	FALSE	18.395	15.71	13.54	3.021	4.594	4.407
hsa-miR-1204-3p:Novel	1.55461312926189	-0.166466867565782	0.475409394748741	-0.350154770613571	0.726222548437681	NA	modInact_vs_inactive	NA	1.757	2.014	1.133	0.69	0.44	0.554
hsa-miR-1205	0.90444740341291	-1.54908634693075	0.548624690871757	-2.82358117070756	0.00474903989031054	NA	modInact_vs_inactive	NA	0.717	2.849	0.681	0	0.8	0
hsa-miR-1205-3p:Novel	1.70323504428223	0.00591240443024998	0.413322085291284	0.0143045935377087	0.988586974893885	NA	modInact_vs_inactive	NA	1.545	1.866	1.858	0.93	0.881	1.049
hsa-miR-1206	0.112513935063918	0.830869727710655	2.32702009614259	0.357053095109903	0.721052057735907	NA	modInact_vs_inactive	NA	0.071	0.021	0.195	0	0	0
hsa-miR-1206-3p:Novel	1.12691784111445	0.80493704408183	0.492129344172892	1.63562090660265	0.101918952068997	NA	modInact_vs_inactive	NA	0.967	1.537	1.279	0.147	0.596	0.577
hsa-miR-1207-3p	0.193628339031377	0.0402480202767367	1.02945577824346	0.0390964052340464	0.968813526987408	NA	modInact_vs_inactive	NA	0.223	0.198	0.17	0	0	0
hsa-miR-1207-5p	4.13026402794652	0.012404495959325	0.304289149193487	0.0407654889837608	0.967482852277619	0.993934952103314	modInact_vs_inactive	FALSE	4.658	4.741	3.853	3.179	3.816	2.664
hsa-miR-1208	2.82284485065825	0.511239693415653	0.431336690002168	1.18524508873354	0.235920557398361	0.713445691987085	modInact_vs_inactive	FALSE	2.871	2.748	3.164	1.511	1.194	1.635
hsa-miR-1208-3p:Novel	8.48078386207469	-0.23209495232723	0.332024709472769	-0.699029155678742	0.484533810331521	0.855517012940117	modInact_vs_inactive	FALSE	7.273	16.212	8.375	4.899	8.125	6.288
hsa-miR-12113	0.696723453542524	0.256628352194025	0.4856171051142	0.528458222520138	0.597181336206233	NA	modInact_vs_inactive	NA	0.55	0.722	0.919	0	0.463	0.28
hsa-miR-12113-3p:Novel	1.81315752728432	-0.0134426075835931	0.416103563930888	-0.0323059179224571	0.974228089849995	NA	modInact_vs_inactive	NA	1.953	2.575	1.575	0.735	1.192	0.577
hsa-miR-12114	1.65250646660172	-1.12426216180007	0.501667287543979	-2.24105136953247	0.0250227477258871	NA	modInact_vs_inactive	NA	1.503	4.478	1.143	0.519	0.169	0.658
hsa-miR-12114-3p:Novel	14.985972478417	0.536724908556787	0.440744174399529	1.21776971706551	0.223311495217366	0.708796201058363	modInact_vs_inactive	FALSE	16.529	23.9	12.827	1.425	2.205	1.623
hsa-miR-12115	2.15508167840593	-0.3643572181667	0.485889711027569	-0.749876381198009	0.453329160702247	NA	modInact_vs_inactive	NA	2.145	3.222	2.04	1.17	1.632	1.059
hsa-miR-12115-3p:Novel	6.42480617191225	-0.611839601870315	0.341697244077045	-1.79058980567124	0.0733591441487613	0.519728472810487	modInact_vs_inactive	FALSE	6.397	12.526	5.817	2.597	6.614	2.091
hsa-miR-12116	3.02831156620386	-0.332160049244012	0.373539408123905	-0.889223578610568	0.373882933303478	0.809033195495843	modInact_vs_inactive	FALSE	3.589	3.249	2.63	2.335	2.401	1.597
hsa-miR-12116-3p:Novel	2.18795411052031	-0.553843879262191	0.356667061647846	-1.55283158669983	0.120463374387446	NA	modInact_vs_inactive	NA	2.311	3.574	1.976	1.64	2.093	1.623
hsa-miR-12117	2.73667055509355	-1.00687535830044	0.498725123977715	-2.01889840694175	0.0434977798509869	0.430573510369674	modInact_vs_inactive	FALSE	2.341	5.765	2.106	0.791	1.632	1.242
hsa-miR-12117-3p:Novel	20.2723778250658	-0.838963421707196	0.452876795594332	-1.85252022154543	0.0639511565462869	0.500340326106633	modInact_vs_inactive	FALSE	21.558	47.37	13.659	6.757	13.13	6.539
hsa-miR-12118	20.387182686603	1.82306098511408	0.633020569404158	2.87993956788808	0.00397751403371622	0.174948986195717	modInact_vs_inactive	FALSE	18.196	7.446	27.797	3.45	2.297	2.772
hsa-miR-12118-3p:Novel	68.287145177136	-0.345467659879511	0.29306752070956	-1.17879886192466	0.238478277633824	0.713445691987085	modInact_vs_inactive	FALSE	61.503	78.301	61.134	52.353	53.386	47.005
hsa-miR-12119	11.434827099004	-0.117147636111121	0.391202331451999	-0.299455362845903	0.76459262549152	0.934560566326868	modInact_vs_inactive	FALSE	10.824	17.402	12.016	5.512	9.101	5.889
hsa-miR-12119-3p:Novel	10.3555063848752	0.10794092677361	0.313380900688619	0.344440029805332	0.730515389010274	0.929501487860797	modInact_vs_inactive	FALSE	9.49	17.339	10.044	2.084	5.362	1.954
