"GS","converged","loss","gene.tested","coef","std.err","t.value","p.value","adj.p.val"
"GO_FOREBRAIN_NEURON_DEVELOPMENT","Y",0.0100351081986008,12,-9.10036063835356,757.234921694896,-0.0120178829285692,0.990411613002039,0.999999999999867
"GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION","Y",0.00860116814914038,10,0.242748684936004,0.252733829979619,0.960491458367798,0.336833639286751,0.999999999999867
"GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT","Y",0.0209861278595433,28,-0.130314670043657,0.300110939047117,-0.434221659688313,0.664137858185126,0.999999999999867
"GO_MITOTIC_CYTOKINESIS","Y",0.0347942384876855,51,-0.244686442496177,0.275102256153983,-0.889438152623576,0.373791336536419,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","Y",0.0207861920528867,28,-9.00088970052926,459.034640026,-0.0196083016741818,0.984356274454356,0.999999999999867
"GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION","Y",0.0290067304328483,41,0.0635720094732621,0.173277783383681,0.366879170727258,0.713717743702643,0.999999999999867
"GO_CYTOPLASMIC_TRANSLATION","Y",0.0447355036210747,69,-0.290954095652435,0.255094097599157,-1.14057556952818,0.254076831073227,0.999999999999867
"GO_MEIOTIC_CHROMOSOME_SEGREGATION","Y",0.0301281401367342,43,0.175783848269049,0.137913217298496,1.27459754556074,0.202484516746887,0.999999999999867
"GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT","Y",0.0376853841403253,56,-0.054538039506829,0.184842341681491,-0.295051658676807,0.767961199024943,0.999999999999867
"GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","Y",0.0317708313267826,46,0.250865764357017,0.116928974888218,2.14545423490492,0.0319431266721927,0.789987497242265
"GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS","Y",0.035987034521389,53,-0.0730085330527216,0.196582184176397,-0.371389367549246,0.710356254986491,0.999999999999867
"GO_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY","Y",0.010120038045756,12,-0.139910315967865,0.466510249893566,-0.299908342849456,0.764253972051686,0.999999999999867
"GO_DENDRITE_DEVELOPMENT","Y",0.0785586053210275,137,0.049241715275866,0.0980688211366608,0.502113869679811,0.615599664662946,0.999999999999867
"GO_REGULATION_OF_RESPIRATORY_BURST","Y",0.00547814942701231,6,-8.64540386224179,756.398708673734,-0.0114296914617961,0.990880876641256,0.999999999999867
"GO_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION","Y",0.00627168464208999,7,-8.74637625462063,756.591990076641,-0.0115602284577909,0.990776732951929,0.999999999999867
"GO_MEMORY","Y",0.0392407868630804,59,-0.381600431360142,0.321872629826057,-1.18556346827738,0.23582592594492,0.999999999999867
"GO_NEURON_DEVELOPMENT","Y",0.248815673316855,616,0.0674784833717359,0.0467187867754125,1.44435435997343,0.14867400950449,0.999999999999867
"GO_REGULATION_OF_GOLGI_ORGANIZATION","Y",0.0100351081986007,12,-9.10036063835419,757.234921694125,-0.0120178829285823,0.990411613002029,0.999999999999867
"GO_ENDOTHELIAL_CELL_DEVELOPMENT","Y",0.0301898112232125,43,-0.0996986681089794,0.229305893522486,-0.434784586551425,0.663729181343832,0.999999999999867
"GO_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION","Y",0.0136826719058585,17,0.0923222159671476,0.254577921516875,0.36264816452682,0.716876211438728,0.999999999999867
"GO_REGULATION_OF_CELL_ACTIVATION","Y",0.135503176160239,273,0.00184123210311816,0.0763161076263582,0.024126389046632,0.980752327008381,0.999999999999867
"GO_MULTICELLULAR_ORGANISM_AGING","Y",0.0135604085302911,17,-8.67312180279862,458.720866348024,-0.0189071883122458,0.984915562755798,0.999999999999867
"GO_ATP_DEPENDENT_CHROMATIN_REMODELING","Y",0.0447545543981211,69,-0.252129089191529,0.239358418682798,-1.05335375533899,0.292207068580187,0.999999999999867
"GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS","Y",0.257124668164186,645,0.0676279026643778,0.0457676984386169,1.47763389839407,0.13954066375275,0.999999999999867
"GO_ION_TRANSPORT","Y",0.289503451303687,763,-0.0312672462342269,0.049526298697391,-0.63132612483868,0.527843284837773,0.999999999999867
"GO_LIPID_MODIFICATION","Y",0.0743006355712344,128,0.115253475523993,0.090069741755032,1.27960259770095,0.200717804201049,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT","Y",0.00864012347820118,10,-0.0201437996450687,0.409344834655634,-0.0492098542345475,0.96075314633381,0.999999999999867
"GO_REGULATION_OF_HEPATOCYTE_PROLIFERATION","Y",0.00710924951373869,8,0.0454568761215841,0.404570929468378,0.112358236369865,0.910541865035556,0.999999999999867
"GO_ACYLGLYCEROL_HOMEOSTASIS","Y",0.0143622873150796,18,-0.218734789241699,0.439639879129276,-0.49753172909362,0.618826245654178,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY","Y",0.0511180337441674,81,0.13789598078269,0.108071942545426,1.27596467255808,0.202000819118603,0.999999999999867
"GO_HEMOGLOBIN_METABOLIC_PROCESS","Y",0.00704933921890665,8,-8.83393788323048,756.756595258513,-0.0116734204083319,0.990686427436308,0.999999999999867
"GO_SINGLE_FERTILIZATION","Y",0.03312476701281,48,-0.0429134942201545,0.195294600651386,-0.219737228151831,0.826080775091925,0.999999999999867
"GO_CHROMOSOME_ORGANIZATION","Y",0.29450606318385,782,-0.0129975599144616,0.0475703528225374,-0.273228158785145,0.784684082636401,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY","Y",0.0325222146286627,47,0.107092157016696,0.149311255792003,0.717241017421221,0.473243942152932,0.999999999999867
"GO_SYNAPTIC_VESICLE_LOCALIZATION","Y",0.0235244272824693,32,0.002194180564051,0.219716738692948,0.00998640602943479,0.99203235380548,0.999999999999867
"GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS","Y",0.0331198328625983,48,0.0624128745582326,0.160528277911239,0.388796761357788,0.697435661605246,0.999999999999867
"GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","Y",0.0228140097714101,31,-0.468733923754273,0.512441169247786,-0.914707778928709,0.360369477968702,0.999999999999867
"GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION","Y",0.0215612801857972,29,-0.443226883838563,0.5084432273517,-0.871733283078967,0.383377069742442,0.999999999999867
"GO_METANEPHRIC_NEPHRON_MORPHOGENESIS","Y",0.012982357862978,16,0.109694387057895,0.254095908416966,0.431704657274092,0.665966386558688,0.999999999999867
"GO_RESPONSE_TO_UV_C","Y",0.0101232070511456,12,-0.090086499973059,0.425728771733275,-0.21160538341416,0.83241968346244,0.999999999999867
"GO_CARBOHYDRATE_CATABOLIC_PROCESS","Y",0.0667067862794074,112,0.0923653650128437,0.100116425129103,0.922579535712908,0.356251007949259,0.999999999999867
"GO_DENTATE_GYRUS_DEVELOPMENT","Y",0.00674029816209334,8,0.567932496333992,0.172840203664674,3.28588189722245,0.00102051303065827,0.192111578021419
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT","Y",0.00632322757303907,7,0.0698720045480757,0.412946323337708,0.169203600078876,0.865640287318493,0.999999999999867
"GO_LABYRINTHINE_LAYER_DEVELOPMENT","Y",0.0209861278595433,28,-0.130314670043672,0.300110939047105,-0.434221659688379,0.664137858185077,0.999999999999867
"GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION","Y",0.0107560997368287,13,-9.15305272442152,757.324819478675,-0.0120860329531023,0.990357242603947,0.999999999999867
"GO_CERAMIDE_CATABOLIC_PROCESS","Y",0.00930486840409104,11,-9.04311793802952,757.135409429994,-0.011943858159847,0.990470670348092,0.999999999999867
"GO_EXCRETION","Y",0.019666039474295,26,-0.326994829046963,0.442622123894266,-0.73876747544837,0.460067401511916,0.999999999999867
"GO_DIGESTION","Y",0.0302015534141226,43,-0.00996269861471438,0.194006684124211,-0.0513523472641583,0.959045891601131,0.999999999999867
"GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC","Y",0.0107560997368287,13,-9.15305272445741,757.32481948351,-0.0120860329530725,0.990357242603971,0.999999999999867
"GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION","Y",0.0235183416949468,32,0.0672490952230399,0.194630498974531,0.345521876465209,0.729710113507676,0.999999999999867
"GO_HINDBRAIN_DEVELOPMENT","Y",0.0563219169356225,91,0.063293080818398,0.116843292968625,0.541692032210984,0.588044041426207,0.999999999999867
"GO_OLIGOSACCHARIDE_METABOLIC_PROCESS","Y",0.0143804279211527,18,0.00387205242479135,0.291804416133101,0.0132693414174554,0.989413201113975,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT","Y",0.0055187069955188,6,0.128118076154542,0.399577832503011,0.320633593089968,0.748495494804254,0.999999999999867
"GO_CHROMOSOME_SEGREGATION","Y",0.10489272588004,197,0.104267246151304,0.0745920218397598,1.39783375727894,0.1621973227239,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY","Y",0.0150654253057579,19,-0.0121352695103958,0.292685661392638,-0.0414617834459486,0.966928675485839,0.999999999999867
"GO_ETHER_METABOLIC_PROCESS","Y",0.00547814942701226,6,-8.64540386224221,756.398708676639,-0.0114296914617528,0.99088087664129,0.999999999999867
"GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION","Y",0.0583431274479898,95,-0.0743990042203093,0.147392997700582,-0.504766205864444,0.613735368868745,0.999999999999867
"GO_CYTOKINE_METABOLIC_PROCESS","Y",0.0393600573365568,59,-0.065872422805173,0.183891710478836,-0.358213117022228,0.720192203137791,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE","Y",0.0281363360952829,40,0.302450373098138,0.114224037903148,2.64786973609347,0.00811414606610981,0.50333699182434
"GO_STEROID_BIOSYNTHETIC_PROCESS","Y",0.0593547216293651,97,0.0445963144426045,0.117172829614702,0.380602863217097,0.703506907103894,0.999999999999867
"GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT","Y",0.00466606586704576,5,-9.18189304081932,1248.89642145226,-0.00735200524487237,0.994134163739734,0.999999999999867
"GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY","Y",0.0348495959610549,51,-0.0580181740584922,0.194883948205599,-0.297706273875795,0.765934201766608,0.999999999999867
"GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION","Y",0.0459099404583087,71,0.0403632488631352,0.137768210401166,0.292979409005907,0.769544621255631,0.999999999999867
"GO_N_GLYCAN_PROCESSING","Y",0.00856453857126716,10,-8.98045933003363,757.024341464109,-0.0118628409129687,0.990535306389481,0.999999999999867
"GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT","Y",0.0169201642928138,22,-8.84230058684224,458.889665668899,-0.0192689032862688,0.984627016529549,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","Y",0.0209797391718833,28,0.118025784041939,0.189250836672917,0.623647356687373,0.532874951661481,0.999999999999867
"GO_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY","Y",0.00384853446101032,4,0.228784434634238,0.404698926143377,0.565320093172632,0.571870106025538,0.999999999999867
"GO_MEMBRANE_DEPOLARIZATION","Y",0.0284104854885088,40,-0.0647188229068128,0.22274835277081,-0.290546808098749,0.771404617357419,0.999999999999867
"GO_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION","Y",0.00459781435058885,5,0.441347886065831,0.260269097104862,1.69573680077744,0.089970200293298,0.999999999999867
"GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","Y",0.0190523366219465,25,0.0955801309478737,0.208649197779942,0.458090095552057,0.646898734904343,0.999999999999867
"GO_REGULATION_OF_LYASE_ACTIVITY","Y",0.0157119149033934,20,-0.308458695487787,0.488201048189044,-0.631827188065242,0.527515796959475,0.999999999999867
"GO_RESPONSE_TO_NITROGEN_COMPOUND","Y",0.243671853919556,598,-0.0229474381328849,0.0547458207866273,-0.419163285948764,0.675106770039469,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT","Y",0.0415514725639803,63,-0.126568088950845,0.199128914890111,-0.635608791524279,0.525047541241968,0.999999999999867
"GO_REGULATION_OF_DNA_RECOMBINATION","Y",0.0391944544015797,59,0.218651384979865,0.109541000541537,1.99606890478377,0.0459563954084691,0.937223301137753
"GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION","Y",0.062806154601109,104,-0.108818936761653,0.150051040433367,-0.725212810570122,0.468340273077248,0.999999999999867
"GO_RESPONSE_TO_ETHANOL","Y",0.046446956671616,72,0.0288581567829637,0.139750150938608,0.206498215487731,0.836406413133318,0.999999999999867
"GO_SULFUR_COMPOUND_METABOLIC_PROCESS","Y",0.109166845484659,207,-0.0239903462824814,0.0914616558954383,-0.262299496413097,0.793096532211108,0.999999999999867
"GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT","Y",0.0156965728777106,20,0.201311776479619,0.192356428624254,1.04655601021195,0.295332405550241,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING","Y",0.0100351081986008,12,-9.10036063835125,757.234921696727,-0.0120178829285371,0.990411613002065,0.999999999999867
"GO_POSITIVE_REGULATION_OF_DNA_REPLICATION","Y",0.0209585929885725,28,0.162717762281369,0.17439741294364,0.933028532561744,0.350830177575982,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS","Y",0.0568007700762094,92,-0.136225237560643,0.167704102661851,-0.81229519969061,0.416643672678313,0.999999999999867
"GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","Y",0.0240933404107371,33,0.171948606208587,0.158212574829795,1.08682009880422,0.277145326412877,0.999999999999867
"GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT","Y",0.00781310778613581,9,-8.91124622019743,756.899185823131,-0.0117733595003229,0.990606695264843,0.999999999999867
"GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS","Y",0.00856453857126715,10,-8.9804593300346,757.024341464135,-0.0118628409129696,0.99053530638948,0.999999999999867
"GO_NUCLEOTIDE_PHOSPHORYLATION","Y",0.0532669680966158,85,0.0112161348887273,0.132984746574687,0.0843415141783048,0.93278677566732,0.999999999999867
"GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","Y",0.0325464698398551,47,0.0210796045854766,0.175179267038161,0.120331617673024,0.904223135304637,0.999999999999867
"GO_GLUTAMATE_SECRETION","Y",0.0183709436425204,24,-0.29909979049779,0.438964510866523,-0.681375790282822,0.495651207145591,0.999999999999867
"GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING","Y",0.0407904465567188,62,-0.667996717364211,0.491183605530843,-1.35997356150004,0.173872234849016,0.999999999999867
"GO_REGULATION_OF_VASCULOGENESIS","Y",0.00625370133556572,7,0.34369647350399,0.254862003696601,1.3485590967618,0.177512439168815,0.999999999999867
"GO_LENS_FIBER_CELL_DIFFERENTIATION","Y",0.0157442656025627,20,-0.0274153708105081,0.293560440517096,-0.0933891867794479,0.925596452075674,0.999999999999867
"GO_SENSORY_PERCEPTION","Y",0.105616230872606,199,0.146918588192918,0.0689520825366935,2.13073460275452,0.0331379480356523,0.794677543657522
"GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT","Y",0.054277024768487,87,-0.0865078541447733,0.157467712806211,-0.549368836335579,0.58276593805251,0.999999999999867
"GO_FATTY_ACID_CATABOLIC_PROCESS","Y",0.038205709213374,57,-0.188949155874961,0.234836777119967,-0.804597807005483,0.421072985890622,0.999999999999867
"GO_REGULATION_OF_VESICLE_FUSION","Y",0.0122415419545529,15,0.219624335883072,0.214548777893708,1.0236568953652,0.306024777326366,0.999999999999867
"GO_REGULATION_OF_LIPID_STORAGE","Y",0.0203069381510292,27,-0.340322260099461,0.444403059141316,-0.765796393834549,0.443817471775817,0.999999999999867
"GO_CARBOHYDRATE_TRANSPORT","Y",0.048043275142239,75,-0.0204637984614565,0.150031753292109,-0.13639644950102,0.891510920232379,0.999999999999867
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS","Y",0.0906033827969633,164,0.140758101684321,0.0764645431982344,1.84082838655566,0.0656794917679409,0.999999999999867
"GO_EMBRYONIC_HEMOPOIESIS","Y",0.012982357862978,16,0.109694387057872,0.254095908416923,0.431704657274075,0.6659663865587,0.999999999999867
"GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING","Y",0.181918099698374,402,0.0654672014965413,0.056913605163975,1.150290889286,0.250054536349292,0.999999999999867
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II","Y",0.0375690388659495,57,0.3674680102292,0.0877319868134046,4.18852944719878,2.83436460941899e-05,0.0207943608521506
"GO_RESPONSE_TO_IONIZING_RADIATION","Y",0.0638012076581799,106,-0.0850174385650776,0.142330483231514,-0.597324175642604,0.550305940608666,0.999999999999867
"GO_EPITHELIUM_DEVELOPMENT","Y",0.268991949397378,687,0.0230696444016554,0.0476751698398156,0.483892233193241,0.628474084418449,0.999999999999867
"GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION","Y",0.00547814942701232,6,-8.64540386224524,756.398708676846,-0.0114296914617536,0.990880876641289,0.999999999999867
"GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS","Y",0.0127167666661863,16,0.412287744517439,0.148597173879603,2.77453287807131,0.00553946282923652,0.441966445218603
"GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT","Y",0.00632250040993243,7,0.0840457550701638,0.402058737899173,0.209038498974845,0.834422898752151,0.999999999999867
"GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON","Y",0.0283022059650783,40,-0.486519367209418,0.464972333897429,-1.04634046316558,0.295431870546133,0.999999999999867
"GO_NUCLEAR_ENVELOPE_REASSEMBLY","Y",0.0128702139721257,16,-9.28989619823408,757.550766010609,-0.0122630675263603,0.990216003829873,0.999999999999867
"GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR","Y",0.0259076710794755,36,0.201968691541515,0.143421349507654,1.40821915450417,0.159100605196195,0.999999999999867
"GO_REGULATION_OF_AUTOPHAGY","Y",0.106656504633209,201,0.0391915215584591,0.082846481826767,0.473061990011948,0.636180385517223,0.999999999999867
"GO_PHOSPHOLIPID_METABOLIC_PROCESS","Y",0.118412378799855,230,0.126514662227587,0.0666911541415317,1.89702313381919,0.0578567539526473,0.949153283798331
"GO_AMMONIUM_ION_METABOLIC_PROCESS","Y",0.0637597770985782,106,-0.157223340516392,0.16251315863219,-0.967449908916173,0.333345074646894,0.999999999999867
"GO_REGULATION_OF_INTERLEUKIN_4_PRODUCTION","Y",0.0122723213258144,15,-0.211503280652928,0.475107534049103,-0.445169283783803,0.656208091028349,0.999999999999867
"GO_NCRNA_CATABOLIC_PROCESS","Y",0.0177136111063745,23,-0.301373190198759,0.450075119744976,-0.669606421189256,0.503125836505853,0.999999999999867
"GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION","Y",0.0480132617320264,75,-0.126042433010961,0.182222472022262,-0.691695330505459,0.489146459293727,0.999999999999867
"GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS","Y",0.00625370133556572,7,0.343696473504046,0.254862003696295,1.34855909676364,0.177512439168224,0.999999999999867
"GO_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION","Y",0.00547814942701234,6,-8.64540386224306,756.398708677126,-0.0114296914617466,0.990880876641295,0.999999999999867
"GO_REGULATION_OF_CELL_MATURATION","Y",0.00930486840409098,11,-9.04311793802969,757.135409428844,-0.0119438581598654,0.990470670348078,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT","Y",0.0985040889585247,182,0.111277645369126,0.0765388354177093,1.45387168176561,0.146016630942935,0.999999999999867
"GO_MAMMARY_GLAND_MORPHOGENESIS","Y",0.0228960353445281,31,-0.0495594724586148,0.245829872256035,-0.201600692396724,0.840233443912418,0.999999999999867
"GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY","Y",0.072484963816061,124,-0.0496302768694255,0.123387192991342,-0.402231995608394,0.687522815456557,0.999999999999867
"GO_URETER_DEVELOPMENT","Y",0.00930486840409098,11,-9.04311793802816,757.135409428989,-0.011943858159861,0.990470670348081,0.999999999999867
"GO_BODY_MORPHOGENESIS","Y",0.0222139998592571,30,0.18036042697796,0.163802587042702,1.10108411737686,0.2708893914592,0.999999999999867
"GO_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE","Y",0.0352214650715105,52,0.244707845965483,0.111477368382408,2.19513475709298,0.0281792884769173,0.779991005221333
"GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION","Y",0.0238967498522694,33,-9.10913570578221,459.124523137536,-0.0198402290592817,0.984171264293279,0.999999999999867
"GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","Y",0.00854354956394474,10,0.338210188820103,0.213651835628586,1.58299687819228,0.113457188291017,0.999999999999867
"GO_PROTEIN_ACTIVATION_CASCADE","Y",0.00704933921890668,8,-8.833937883232,756.756595259806,-0.0116734204083139,0.990686427436322,0.999999999999867
"GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY","Y",0.025364506585003,35,0.104086876546172,0.173795255213947,0.598905168141894,0.549251145146665,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","Y",0.0228981493861771,31,0.0156403457977668,0.217681912268639,0.0718495424574609,0.942723236340634,0.999999999999867
"GO_REGULATION_OF_COLLATERAL_SPROUTING","Y",0.010849950447055,13,-0.114803134175659,0.428157785503782,-0.268132772689344,0.788603243415281,0.999999999999867
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY","Y",0.0100351081986008,12,-9.10036063835363,757.234921694617,-0.0120178829285738,0.990411613002036,0.999999999999867
"GO_NEURON_RECOGNITION","Y",0.0181726196529865,24,0.341075042849419,0.138583845192854,2.46114575890701,0.0138679723983406,0.629875144382872
"GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","Y",0.0598474291427798,98,0.0610931340959176,0.113123889447967,0.540055105902438,0.589172344992101,0.999999999999867
"GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION","Y",0.0453364734449615,70,-0.15654487737657,0.199622727969289,-0.784203677452265,0.432941173241764,0.999999999999867
"GO_RESPONSE_TO_AMMONIUM_ION","Y",0.0474407987789165,74,-0.216493926623762,0.215988701930162,-1.00233912556113,0.316206684222495,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS","Y",0.0870907157529205,156,0.125415347356391,0.0803969932537672,1.55995071806388,0.118806563581176,0.999999999999867
"GO_PINOCYTOSIS","Y",0.0115690422012207,14,-0.122561820888793,0.418563723819591,-0.292815200921759,0.769670135146324,0.999999999999867
"GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS","Y",0.0318854815658003,46,-0.319292898832045,0.328214578525615,-0.972817539873922,0.330670045591178,0.999999999999867
"GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS","Y",0.0290016088744856,41,0.0819804350244422,0.167461801491566,0.489547074582085,0.624466324581837,0.999999999999867
"GO_LUNG_EPITHELIUM_DEVELOPMENT","Y",0.0169201642928138,22,-8.84230058684432,458.889665668097,-0.019268903286307,0.984627016529519,0.999999999999867
